TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,medium,sun
0,23,32,22,3,0,1,0,0,0
0,0,36,25,2,0,0,0,0,1
0,1,36,25,2,0,0,0,0,1
0,2,36,25,2,0,0,0,0,1
0,3,36,25,2,0,0,0,0,1
0,4,36,25,2,0,0,0,0,1
9,5,36,25,2,0,0,0,0,1
85,6,36,25,2,0,0,0,0,1
241,7,36,25,2,0,0,0,0,1
433,8,36,25,2,0,0,0,0,1
581,9,36,25,2,0,0,0,0,1
676,10,36,25,2,0,0,0,0,1
774,11,36,25,2,0,0,0,0,1
798,12,36,25,2,0,0,0,0,1
770,13,36,25,2,0,0,0,0,1
710,14,36,25,2,0,0,0,0,1
595,15,36,25,2,0,0,0,0,1
425,16,36,25,2,0,0,0,0,1
302,17,36,25,2,0,0,0,0,1
62,18,36,25,2,0,0,0,0,1
5,19,36,25,2,0,0,0,0,1
0,20,36,25,2,0,0,0,0,1
0,21,36,25,2,0,0,0,0,1
0,22,36,25,2,0,0,0,0,1
0,23,36,25,2,0,0,0,0,1
0,0,26,21,3,0,0,1,0,0
0,1,26,21,3,0,0,1,0,0
0,2,26,21,3,0,0,1,0,0
0,3,26,21,3,0,0,1,0,0
0,4,26,21,3,0,0,1,0,0
0,5,26,21,3,0,0,1,0,0
38,6,26,21,3,0,0,1,0,0
19,7,26,21,3,0,0,1,0,0
42,8,26,21,3,0,0,1,0,0
133,9,26,21,3,0,0,1,0,0
100,10,26,21,3,0,0,1,0,0
199,11,26,21,3,0,0,1,0,0
78,12,26,21,3,0,0,1,0,0
35,13,26,21,3,0,0,1,0,0
116,14,26,21,3,0,0,1,0,0
22,15,26,21,3,0,0,1,0,0
115,16,26,21,3,0,0,1,0,0
20,17,26,21,3,0,0,1,0,0
15,18,26,21,3,0,0,1,0,0
0,19,26,21,3,0,0,1,0,0
0,20,26,21,3,0,0,1,0,0
0,21,26,21,3,0,0,1,0,0
0,22,26,21,3,0,0,1,0,0
0,23,26,21,3,0,0,1,0,0
0,0,33,22,2,1,0,0,0,0
0,1,33,22,2,1,0,0,0,0
0,2,33,22,2,1,0,0,0,0
0,3,33,22,2,1,0,0,0,0
0,4,33,22,2,1,0,0,0,0
1,5,33,22,2,1,0,0,0,0
55,6,33,22,2,1,0,0,0,0
168,7,33,22,2,1,0,0,0,0
417,8,33,22,2,1,0,0,0,0
544,9,33,22,2,1,0,0,0,0
681,10,33,22,2,1,0,0,0,0
751,11,33,22,2,1,0,0,0,0
781,12,33,22,2,1,0,0,0,0
715,13,33,22,2,1,0,0,0,0
746,14,33,22,2,1,0,0,0,0
432,15,33,22,2,1,0,0,0,0
464,16,33,22,2,1,0,0,0,0
37,17,33,22,2,1,0,0,0,0
40,18,33,22,2,1,0,0,0,0
18,19,33,22,2,1,0,0,0,0
0,20,33,22,2,1,0,0,0,0
0,21,33,22,2,1,0,0,0,0
0,22,33,22,2,1,0,0,0,0
0,23,33,22,2,1,0,0,0,0
0,0,28,21,4,0,1,0,0,0
0,1,28,21,4,0,1,0,0,0
0,2,28,21,4,0,1,0,0,0
0,3,28,21,4,0,1,0,0,0
0,4,28,21,4,0,1,0,0,0
1,5,28,21,4,0,1,0,0,0
16,6,28,21,4,0,1,0,0,0
44,7,28,21,4,0,1,0,0,0
73,8,28,21,4,0,1,0,0,0
94,9,28,21,4,0,1,0,0,0
101,10,28,21,4,0,1,0,0,0
255,11,28,21,4,0,1,0,0,0
357,12,28,21,4,0,1,0,0,0
339,13,28,21,4,0,1,0,0,0
446,14,28,21,4,0,1,0,0,0
609,15,28,21,4,0,1,0,0,0
459,16,28,21,4,0,1,0,0,0
299,17,28,21,4,0,1,0,0,0
42,18,28,21,4,0,1,0,0,0
8,19,28,21,4,0,1,0,0,0
0,20,28,21,4,0,1,0,0,0
0,21,28,21,4,0,1,0,0,0
0,22,28,21,4,0,1,0,0,0
0,23,28,21,4,0,1,0,0,0
0,0,31,23,2,0,0,0,0,1
0,1,31,23,2,0,0,0,0,1
0,2,31,23,2,0,0,0,0,1
0,3,31,23,2,0,0,0,0,1
0,4,31,23,2,0,0,0,0,1
2,5,31,23,2,0,0,0,0,1
97,6,31,23,2,0,0,0,0,1
172,7,31,23,2,0,0,0,0,1
404,8,31,23,2,0,0,0,0,1
548,9,31,23,2,0,0,0,0,1
657,10,31,23,2,0,0,0,0,1
722,11,31,23,2,0,0,0,0,1
791,12,31,23,2,0,0,0,0,1
765,13,31,23,2,0,0,0,0,1
687,14,31,23,2,0,0,0,0,1
561,15,31,23,2,0,0,0,0,1
423,16,31,23,2,0,0,0,0,1
290,17,31,23,2,0,0,0,0,1
47,18,31,23,2,0,0,0,0,1
7,19,31,23,2,0,0,0,0,1
0,20,31,23,2,0,0,0,0,1
0,21,31,23,2,0,0,0,0,1
0,22,31,23,2,0,0,0,0,1
0,23,31,23,2,0,0,0,0,1
0,0,35,23,2,1,0,0,0,0
0,1,35,23,2,1,0,0,0,0
0,2,35,23,2,1,0,0,0,0
0,3,35,23,2,1,0,0,0,0
0,4,35,23,2,1,0,0,0,0
0,5,35,23,2,1,0,0,0,0
82,6,35,23,2,1,0,0,0,0
217,7,35,23,2,1,0,0,0,0
356,8,35,23,2,1,0,0,0,0
480,9,35,23,2,1,0,0,0,0
638,10,35,23,2,1,0,0,0,0
658,11,35,23,2,1,0,0,0,0
739,12,35,23,2,1,0,0,0,0
724,13,35,23,2,1,0,0,0,0
632,14,35,23,2,1,0,0,0,0
543,15,35,23,2,1,0,0,0,0
409,16,35,23,2,1,0,0,0,0
252,17,35,23,2,1,0,0,0,0
85,18,35,23,2,1,0,0,0,0
11,19,35,23,2,1,0,0,0,0
0,20,35,23,2,1,0,0,0,0
0,21,35,23,2,1,0,0,0,0
0,22,35,23,2,1,0,0,0,0
0,23,35,23,2,1,0,0,0,0
0,0,35,24,2,1,0,0,0,0
0,1,35,24,2,1,0,0,0,0
0,2,35,24,2,1,0,0,0,0
0,3,35,24,2,1,0,0,0,0
0,4,35,24,2,1,0,0,0,0
3,5,35,24,2,1,0,0,0,0
29,6,35,24,2,1,0,0,0,0
111,7,35,24,2,1,0,0,0,0
166,8,35,24,2,1,0,0,0,0
451,9,35,24,2,1,0,0,0,0
607,10,35,24,2,1,0,0,0,0
691,11,35,24,2,1,0,0,0,0
721,12,35,24,2,1,0,0,0,0
706,13,35,24,2,1,0,0,0,0
649,14,35,24,2,1,0,0,0,0
550,15,35,24,2,1,0,0,0,0
414,16,35,24,2,1,0,0,0,0
234,17,35,24,2,1,0,0,0,0
106,18,35,24,2,1,0,0,0,0
22,19,35,24,2,1,0,0,0,0
0,20,35,24,2,1,0,0,0,0
0,21,35,24,2,1,0,0,0,0
0,22,35,24,2,1,0,0,0,0
0,23,35,24,2,1,0,0,0,0
0,0,30,23,2,0,1,0,0,0
0,1,30,23,2,0,1,0,0,0
0,2,30,23,2,0,1,0,0,0
0,3,30,23,2,0,1,0,0,0
0,4,30,23,2,0,1,0,0,0
0,5,30,23,2,0,1,0,0,0
21,6,30,23,2,0,1,0,0,0
31,7,30,23,2,0,1,0,0,0
47,8,30,23,2,0,1,0,0,0
42,9,30,23,2,0,1,0,0,0
178,10,30,23,2,0,1,0,0,0
200,11,30,23,2,0,1,0,0,0
70,12,30,23,2,0,1,0,0,0
272,13,30,23,2,0,1,0,0,0
88,14,30,23,2,0,1,0,0,0
38,15,30,23,2,0,1,0,0,0
36,16,30,23,2,0,1,0,0,0
111,17,30,23,2,0,1,0,0,0
0,18,30,23,2,0,1,0,0,0
0,19,30,23,2,0,1,0,0,0
0,20,30,23,2,0,1,0,0,0
0,21,30,23,2,0,1,0,0,0
0,22,30,23,2,0,1,0,0,0
0,23,30,23,2,0,1,0,0,0
0,0,35,20,2,1,0,0,0,0
0,1,35,20,2,1,0,0,0,0
0,2,35,20,2,1,0,0,0,0
0,3,35,20,2,1,0,0,0,0
0,4,35,20,2,1,0,0,0,0
0,5,35,20,2,1,0,0,0,0
91,6,35,20,2,1,0,0,0,0
223,7,35,20,2,1,0,0,0,0
431,8,35,20,2,1,0,0,0,0
564,9,35,20,2,1,0,0,0,0
673,10,35,20,2,1,0,0,0,0
750,11,35,20,2,1,0,0,0,0
774,12,35,20,2,1,0,0,0,0
767,13,35,20,2,1,0,0,0,0
714,14,35,20,2,1,0,0,0,0
602,15,35,20,2,1,0,0,0,0
466,16,35,20,2,1,0,0,0,0
302,17,35,20,2,1,0,0,0,0
134,18,35,20,2,1,0,0,0,0
0,19,35,20,2,1,0,0,0,0
0,20,35,20,2,1,0,0,0,0
0,21,35,20,2,1,0,0,0,0
0,22,35,20,2,1,0,0,0,0
0,23,35,20,2,1,0,0,0,0
0,0,33,20,2,0,0,0,0,1
0,1,33,20,2,0,0,0,0,1
0,2,33,20,2,0,0,0,0,1
0,3,33,20,2,0,0,0,0,1
0,4,33,20,2,0,0,0,0,1
0,5,33,20,2,0,0,0,0,1
94,6,33,20,2,0,0,0,0,1
261,7,33,20,2,0,0,0,0,1
429,8,33,20,2,0,0,0,0,1
572,9,33,20,2,0,0,0,0,1
685,10,33,20,2,0,0,0,0,1
766,11,33,20,2,0,0,0,0,1
795,12,33,20,2,0,0,0,0,1
780,13,33,20,2,0,0,0,0,1
713,14,33,20,2,0,0,0,0,1
600,15,33,20,2,0,0,0,0,1
460,16,33,20,2,0,0,0,0,1
302,17,33,20,2,0,0,0,0,1
173,18,33,20,2,0,0,0,0,1
5,19,33,20,2,0,0,0,0,1
0,20,33,20,2,0,0,0,0,1
0,21,33,20,2,0,0,0,0,1
0,22,33,20,2,0,0,0,0,1
0,23,33,20,2,0,0,0,0,1
