TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,other,sun
867,14,29,19,3,1,0,0,0,0
758,15,29,19,3,1,0,0,0,0
589,16,29,19,3,1,0,0,0,0
130,17,29,19,3,1,0,0,0,0
258,18,29,19,3,1,0,0,0,0
6,19,29,19,3,1,0,0,0,0
0,20,29,19,3,1,0,0,0,0
0,21,29,19,3,1,0,0,0,0
0,22,29,19,3,1,0,0,0,0
0,23,29,19,3,1,0,0,0,0
0,0,31,18,5,0,1,0,0,0
0,1,31,18,5,0,1,0,0,0
0,2,31,18,5,0,1,0,0,0
0,3,31,18,5,0,1,0,0,0
0,4,31,18,5,0,1,0,0,0
4,5,31,18,5,0,1,0,0,0
76,6,31,18,5,0,1,0,0,0
93,7,31,18,5,0,1,0,0,0
492,8,31,18,5,0,1,0,0,0
705,9,31,18,5,0,1,0,0,0
613,10,31,18,5,0,1,0,0,0
903,11,31,18,5,0,1,0,0,0
875,12,31,18,5,0,1,0,0,0
414,13,31,18,5,0,1,0,0,0
906,14,31,18,5,0,1,0,0,0
675,15,31,18,5,0,1,0,0,0
157,16,31,18,5,0,1,0,0,0
101,17,31,18,5,0,1,0,0,0
41,18,31,18,5,0,1,0,0,0
18,19,31,18,5,0,1,0,0,0
0,20,31,18,5,0,1,0,0,0
0,21,31,18,5,0,1,0,0,0
0,22,31,18,5,0,1,0,0,0
0,23,31,18,5,0,1,0,0,0
0,0,29,16,2,0,1,0,0,0
0,1,29,16,2,0,1,0,0,0
0,2,29,16,2,0,1,0,0,0
0,3,29,16,2,0,1,0,0,0
0,4,29,16,2,0,1,0,0,0
0,5,29,16,2,0,1,0,0,0
32,6,29,16,2,0,1,0,0,0
67,7,29,16,2,0,1,0,0,0
142,8,29,16,2,0,1,0,0,0
216,9,29,16,2,0,1,0,0,0
305,10,29,16,2,0,1,0,0,0
643,11,29,16,2,0,1,0,0,0
556,12,29,16,2,0,1,0,0,0
1013,13,29,16,2,0,1,0,0,0
369,14,29,16,2,0,1,0,0,0
243,15,29,16,2,0,1,0,0,0
588,16,29,16,2,0,1,0,0,0
399,17,29,16,2,0,1,0,0,0
58,18,29,16,2,0,1,0,0,0
6,19,29,16,2,0,1,0,0,0
0,20,29,16,2,0,1,0,0,0
0,21,29,16,2,0,1,0,0,0
0,22,29,16,2,0,1,0,0,0
0,23,29,16,2,0,1,0,0,0
0,0,32,21,3,0,0,0,0,1
0,1,32,21,3,0,0,0,0,1
0,2,32,21,3,0,0,0,0,1
0,3,32,21,3,0,0,0,0,1
0,4,32,21,3,0,0,0,0,1
3,5,32,21,3,0,0,0,0,1
136,6,32,21,3,0,0,0,0,1
334,7,32,21,3,0,0,0,0,1
533,8,32,21,3,0,0,0,0,1
714,9,32,21,3,0,0,0,0,1
845,10,32,21,3,0,0,0,0,1
939,11,32,21,3,0,0,0,0,1
965,12,32,21,3,0,0,0,0,1
938,13,32,21,3,0,0,0,0,1
876,14,32,21,3,0,0,0,0,1
789,15,32,21,3,0,0,0,0,1
598,16,32,21,3,0,0,0,0,1
314,17,32,21,3,0,0,0,0,1
65,18,32,21,3,0,0,0,0,1
4,19,32,21,3,0,0,0,0,1
0,20,32,21,3,0,0,0,0,1
0,21,32,21,3,0,0,0,0,1
0,22,32,21,3,0,0,0,0,1
0,23,32,21,3,0,0,0,0,1
0,0,24,16,3,0,1,0,0,0
0,1,24,16,3,0,1,0,0,0
0,2,24,16,3,0,1,0,0,0
0,3,24,16,3,0,1,0,0,0
0,4,24,16,3,0,1,0,0,0
0,5,24,16,3,0,1,0,0,0
18,6,24,16,3,0,1,0,0,0
37,7,24,16,3,0,1,0,0,0
128,8,24,16,3,0,1,0,0,0
175,9,24,16,3,0,1,0,0,0
89,10,24,16,3,0,1,0,0,0
0,11,24,16,3,0,1,0,0,0
0,12,24,16,3,0,1,0,0,0
261,13,24,16,3,0,1,0,0,0
189,14,24,16,3,0,1,0,0,0
131,15,24,16,3,0,1,0,0,0
218,16,24,16,3,0,1,0,0,0
126,17,24,16,3,0,1,0,0,0
128,18,24,16,3,0,1,0,0,0
8,19,24,16,3,0,1,0,0,0
0,20,24,16,3,0,1,0,0,0
0,21,24,16,3,0,1,0,0,0
0,22,24,16,3,0,1,0,0,0
0,23,24,16,3,0,1,0,0,0
0,0,29,17,1,0,0,0,0,1
0,1,29,17,1,0,0,0,0,1
0,2,29,17,1,0,0,0,0,1
0,3,29,17,1,0,0,0,0,1
0,4,29,17,1,0,0,0,0,1
0,5,29,17,1,0,0,0,0,1
42,6,29,17,1,0,0,0,0,1
300,7,29,17,1,0,0,0,0,1
532,8,29,17,1,0,0,0,0,1
697,9,29,17,1,0,0,0,0,1
839,10,29,17,1,0,0,0,0,1
827,11,29,17,1,0,0,0,0,1
1116,12,29,17,1,0,0,0,0,1
373,13,29,17,1,0,0,0,0,1
835,14,29,17,1,0,0,0,0,1
758,15,29,17,1,0,0,0,0,1
598,16,29,17,1,0,0,0,0,1
371,17,29,17,1,0,0,0,0,1
155,18,29,17,1,0,0,0,0,1
4,19,29,17,1,0,0,0,0,1
0,20,29,17,1,0,0,0,0,1
0,21,29,17,1,0,0,0,0,1
0,22,29,17,1,0,0,0,0,1
0,23,29,17,1,0,0,0,0,1
0,0,31,17,2,0,0,0,0,1
0,1,31,17,2,0,0,0,0,1
0,2,31,17,2,0,0,0,0,1
0,3,31,17,2,0,0,0,0,1
0,4,31,17,2,0,0,0,0,1
2,5,31,17,2,0,0,0,0,1
108,6,31,17,2,0,0,0,0,1
303,7,31,17,2,0,0,0,0,1
506,8,31,17,2,0,0,0,0,1
681,9,31,17,2,0,0,0,0,1
816,10,31,17,2,0,0,0,0,1
906,11,31,17,2,0,0,0,0,1
940,12,31,17,2,0,0,0,0,1
961,13,31,17,2,0,0,0,0,1
383,14,31,17,2,0,0,0,0,1
126,15,31,17,2,0,0,0,0,1
121,16,31,17,2,0,0,0,0,1
102,17,31,17,2,0,0,0,0,1
24,18,31,17,2,0,0,0,0,1
0,19,31,17,2,0,0,0,0,1
0,20,31,17,2,0,0,0,0,1
0,21,31,17,2,0,0,0,0,1
0,22,31,17,2,0,0,0,0,1
0,23,31,17,2,0,0,0,0,1
0,0,29,17,2,0,1,0,0,0
0,1,29,17,2,0,1,0,0,0
0,2,29,17,2,0,1,0,0,0
0,3,29,17,2,0,1,0,0,0
0,4,29,17,2,0,1,0,0,0
0,5,29,17,2,0,1,0,0,0
0,6,29,17,2,0,1,0,0,0
123,7,29,17,2,0,1,0,0,0
238,8,29,17,2,0,1,0,0,0
412,9,29,17,2,0,1,0,0,0
491,10,29,17,2,0,1,0,0,0
302,11,29,17,2,0,1,0,0,0
581,12,29,17,2,0,1,0,0,0
426,13,29,17,2,0,1,0,0,0
551,14,29,17,2,0,1,0,0,0
560,15,29,17,2,0,1,0,0,0
191,16,29,17,2,0,1,0,0,0
409,17,29,17,2,0,1,0,0,0
157,18,29,17,2,0,1,0,0,0
7,19,29,17,2,0,1,0,0,0
0,20,29,17,2,0,1,0,0,0
0,21,29,17,2,0,1,0,0,0
0,22,29,17,2,0,1,0,0,0
0,23,29,17,2,0,1,0,0,0
0,0,32,19,2,0,0,0,0,1
0,1,32,19,2,0,0,0,0,1
0,2,32,19,2,0,0,0,0,1
0,3,32,19,2,0,0,0,0,1
0,4,32,19,2,0,0,0,0,1
2,5,32,19,2,0,0,0,0,1
123,6,32,19,2,0,0,0,0,1
312,7,32,19,2,0,0,0,0,1
518,8,32,19,2,0,0,0,0,1
695,9,32,19,2,0,0,0,0,1
833,10,32,19,2,0,0,0,0,1
920,11,32,19,2,0,0,0,0,1
961,12,32,19,2,0,0,0,0,1
941,13,32,19,2,0,0,0,0,1
866,14,32,19,2,0,0,0,0,1
740,15,32,19,2,0,0,0,0,1
575,16,32,19,2,0,0,0,0,1
94,17,32,19,2,0,0,0,0,1
113,18,32,19,2,0,0,0,0,1
7,19,32,19,2,0,0,0,0,1
0,20,32,19,2,0,0,0,0,1
0,21,32,19,2,0,0,0,0,1
0,22,32,19,2,0,0,0,0,1
0,23,32,19,2,0,0,0,0,1
0,0,35,20,3,0,0,0,0,1
0,1,35,20,3,0,0,0,0,1
0,2,35,20,3,0,0,0,0,1
0,3,35,20,3,0,0,0,0,1
0,4,35,20,3,0,0,0,0,1
0,5,35,20,3,0,0,0,0,1
117,6,35,20,3,0,0,0,0,1
325,7,35,20,3,0,0,0,0,1
537,8,35,20,3,0,0,0,0,1
713,9,35,20,3,0,0,0,0,1
852,10,35,20,3,0,0,0,0,1
929,11,35,20,3,0,0,0,0,1
955,12,35,20,3,0,0,0,0,1
928,13,35,20,3,0,0,0,0,1
854,14,35,20,3,0,0,0,0,1
726,15,35,20,3,0,0,0,0,1
557,16,35,20,3,0,0,0,0,1
356,17,35,20,3,0,0,0,0,1
151,18,35,20,3,0,0,0,0,1
0,19,35,20,3,0,0,0,0,1
0,20,35,20,3,0,0,0,0,1
0,21,35,20,3,0,0,0,0,1
0,22,35,20,3,0,0,0,0,1
0,23,35,20,3,0,0,0,0,1
0,0,30,20,1,0,0,0,1,0
0,1,30,20,1,0,0,0,1,0
0,2,30,20,1,0,0,0,1,0
0,3,30,20,1,0,0,0,1,0
0,4,30,20,1,0,0,0,1,0
0,5,30,20,1,0,0,0,1,0
15,6,30,20,1,0,0,0,1,0
120,7,30,20,1,0,0,0,1,0
437,8,30,20,1,0,0,0,1,0
656,9,30,20,1,0,0,0,1,0
795,10,30,20,1,0,0,0,1,0
877,11,30,20,1,0,0,0,1,0
924,12,30,20,1,0,0,0,1,0
962,13,30,20,1,0,0,0,1,0
827,14,30,20,1,0,0,0,1,0
691,15,30,20,1,0,0,0,1,0
523,16,30,20,1,0,0,0,1,0
318,17,30,20,1,0,0,0,1,0
114,18,30,20,1,0,0,0,1,0
0,19,30,20,1,0,0,0,1,0
0,20,30,20,1,0,0,0,1,0
0,21,30,20,1,0,0,0,1,0
0,22,30,20,1,0,0,0,1,0
0,23,30,20,1,0,0,0,1,0
0,0,29,19,2,1,0,0,0,0
0,1,29,19,2,1,0,0,0,0
0,2,29,19,2,1,0,0,0,0
0,3,29,19,2,1,0,0,0,0
0,4,29,19,2,1,0,0,0,0
0,5,29,19,2,1,0,0,0,0
24,6,29,19,2,1,0,0,0,0
70,7,29,19,2,1,0,0,0,0
254,8,29,19,2,1,0,0,0,0
272,9,29,19,2,1,0,0,0,0
348,10,29,19,2,1,0,0,0,0
422,11,29,19,2,1,0,0,0,0
888,12,29,19,2,1,0,0,0,0
341,13,29,19,2,1,0,0,0,0
39,14,29,19,2,1,0,0,0,0
101,15,29,19,2,1,0,0,0,0
295,16,29,19,2,1,0,0,0,0
107,17,29,19,2,1,0,0,0,0
4,18,29,19,2,1,0,0,0,0
0,19,29,19,2,1,0,0,0,0
0,20,29,19,2,1,0,0,0,0
0,21,29,19,2,1,0,0,0,0
0,22,29,19,2,1,0,0,0,0
0,23,29,19,2,1,0,0,0,0
0,0,31,17,2,0,0,0,0,1
0,1,31,17,2,0,0,0,0,1
0,2,31,17,2,0,0,0,0,1
0,3,31,17,2,0,0,0,0,1
0,4,31,17,2,0,0,0,0,1
0,5,31,17,2,0,0,0,0,1
0,6,31,17,2,0,0,0,0,1
0,7,31,17,2,0,0,0,0,1
498,8,31,17,2,0,0,0,0,1
675,9,31,17,2,0,0,0,0,1
823,10,31,17,2,0,0,0,0,1
905,11,31,17,2,0,0,0,0,1
942,12,31,17,2,0,0,0,0,1
920,13,31,17,2,0,0,0,0,1
851,14,31,17,2,0,0,0,0,1
244,15,31,17,2,0,0,0,0,1
562,16,31,17,2,0,0,0,0,1
352,17,31,17,2,0,0,0,0,1
122,18,31,17,2,0,0,0,0,1
1,19,31,17,2,0,0,0,0,1
0,20,31,17,2,0,0,0,0,1
0,21,31,17,2,0,0,0,0,1
0,22,31,17,2,0,0,0,0,1
0,23,31,17,2,0,0,0,0,1
0,0,32,15,1,0,1,0,0,0
0,1,32,15,1,0,1,0,0,0
0,2,32,15,1,0,1,0,0,0
0,3,32,15,1,0,1,0,0,0
0,4,32,15,1,0,1,0,0,0
0,5,32,15,1,0,1,0,0,0
40,6,32,15,1,0,1,0,0,0
114,7,32,15,1,0,1,0,0,0
118,8,32,15,1,0,1,0,0,0
720,9,32,15,1,0,1,0,0,0
286,10,32,15,1,0,1,0,0,0
597,11,32,15,1,0,1,0,0,0
748,12,32,15,1,0,1,0,0,0
558,13,32,15,1,0,1,0,0,0
963,14,32,15,1,0,1,0,0,0
683,15,32,15,1,0,1,0,0,0
469,16,32,15,1,0,1,0,0,0
333,17,32,15,1,0,1,0,0,0
112,18,32,15,1,0,1,0,0,0
0,19,32,15,1,0,1,0,0,0
0,20,32,15,1,0,1,0,0,0
0,21,32,15,1,0,1,0,0,0
0,22,32,15,1,0,1,0,0,0
0,23,32,15,1,0,1,0,0,0
0,0,31,16,3,1,0,0,0,0
0,1,31,16,3,1,0,0,0,0
0,2,31,16,3,1,0,0,0,0
0,3,31,16,3,1,0,0,0,0
0,4,31,16,3,1,0,0,0,0
0,5,31,16,3,1,0,0,0,0
94,6,31,16,3,1,0,0,0,0
277,7,31,16,3,1,0,0,0,0
480,8,31,16,3,1,0,0,0,0
660,9,31,16,3,1,0,0,0,0
789,10,31,16,3,1,0,0,0,0
886,11,31,16,3,1,0,0,0,0
927,12,31,16,3,1,0,0,0,0
911,13,31,16,3,1,0,0,0,0
846,14,31,16,3,1,0,0,0,0
776,15,31,16,3,1,0,0,0,0
379,16,31,16,3,1,0,0,0,0
298,17,31,16,3,1,0,0,0,0
42,18,31,16,3,1,0,0,0,0
11,19,31,16,3,1,0,0,0,0
0,20,31,16,3,1,0,0,0,0
0,21,31,16,3,1,0,0,0,0
0,22,31,16,3,1,0,0,0,0
0,23,31,16,3,1,0,0,0,0
