TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium,other,sun
26,18,27,24,1,0,0,0,1,0,0,0
0,19,27,24,1,0,0,0,1,0,0,0
0,20,27,24,1,0,0,0,1,0,0,0
0,21,27,24,1,0,0,0,1,0,0,0
0,22,27,24,1,0,0,0,1,0,0,0
0,23,27,24,1,0,0,0,1,0,0,0
0,0,32,23,1,0,1,0,0,0,0,0
0,1,32,23,1,0,1,0,0,0,0,0
0,2,32,23,1,0,1,0,0,0,0,0
0,3,32,23,1,0,1,0,0,0,0,0
0,4,32,23,1,0,1,0,0,0,0,0
0,5,32,23,1,0,1,0,0,0,0,0
0,6,32,23,1,0,1,0,0,0,0,0
30,7,32,23,1,0,1,0,0,0,0,0
147,8,32,23,1,0,1,0,0,0,0,0
96,9,32,23,1,0,1,0,0,0,0,0
101,10,32,23,1,0,1,0,0,0,0,0
113,11,32,23,1,0,1,0,0,0,0,0
739,12,32,23,1,0,1,0,0,0,0,0
936,13,32,23,1,0,1,0,0,0,0,0
278,14,32,23,1,0,1,0,0,0,0,0
672,15,32,23,1,0,1,0,0,0,0,0
526,16,32,23,1,0,1,0,0,0,0,0
313,17,32,23,1,0,1,0,0,0,0,0
103,18,32,23,1,0,1,0,0,0,0,0
0,19,32,23,1,0,1,0,0,0,0,0
0,20,32,23,1,0,1,0,0,0,0,0
0,21,32,23,1,0,1,0,0,0,0,0
0,22,32,23,1,0,1,0,0,0,0,0
0,23,32,23,1,0,1,0,0,0,0,0
0,0,33,24,2,0,1,0,0,0,0,0
0,1,33,24,2,0,1,0,0,0,0,0
0,2,33,24,2,0,1,0,0,0,0,0
0,3,33,24,2,0,1,0,0,0,0,0
0,4,33,24,2,0,1,0,0,0,0,0
0,5,33,24,2,0,1,0,0,0,0,0
60,6,33,24,2,0,1,0,0,0,0,0
278,7,33,24,2,0,1,0,0,0,0,0
545,8,33,24,2,0,1,0,0,0,0,0
706,9,33,24,2,0,1,0,0,0,0,0
400,10,33,24,2,0,1,0,0,0,0,0
454,11,33,24,2,0,1,0,0,0,0,0
466,12,33,24,2,0,1,0,0,0,0,0
885,13,33,24,2,0,1,0,0,0,0,0
836,14,33,24,2,0,1,0,0,0,0,0
655,15,33,24,2,0,1,0,0,0,0,0
494,16,33,24,2,0,1,0,0,0,0,0
277,17,33,24,2,0,1,0,0,0,0,0
56,18,33,24,2,0,1,0,0,0,0,0
0,19,33,24,2,0,1,0,0,0,0,0
0,20,33,24,2,0,1,0,0,0,0,0
0,21,33,24,2,0,1,0,0,0,0,0
0,22,33,24,2,0,1,0,0,0,0,0
0,23,33,24,2,0,1,0,0,0,0,0
0,0,32,24,1,0,1,0,0,0,0,0
0,1,32,24,1,0,1,0,0,0,0,0
0,2,32,24,1,0,1,0,0,0,0,0
0,3,32,24,1,0,1,0,0,0,0,0
0,4,32,24,1,0,1,0,0,0,0,0
0,5,32,24,1,0,1,0,0,0,0,0
35,6,32,24,1,0,1,0,0,0,0,0
266,7,32,24,1,0,1,0,0,0,0,0
508,8,32,24,1,0,1,0,0,0,0,0
685,9,32,24,1,0,1,0,0,0,0,0
769,10,32,24,1,0,1,0,0,0,0,0
730,11,32,24,1,0,1,0,0,0,0,0
997,12,32,24,1,0,1,0,0,0,0,0
506,13,32,24,1,0,1,0,0,0,0,0
702,14,32,24,1,0,1,0,0,0,0,0
249,15,32,24,1,0,1,0,0,0,0,0
151,16,32,24,1,0,1,0,0,0,0,0
28,17,32,24,1,0,1,0,0,0,0,0
8,18,32,24,1,0,1,0,0,0,0,0
0,19,32,24,1,0,1,0,0,0,0,0
0,20,32,24,1,0,1,0,0,0,0,0
0,21,32,24,1,0,1,0,0,0,0,0
0,22,32,24,1,0,1,0,0,0,0,0
0,23,32,24,1,0,1,0,0,0,0,0
0,0,33,25,3,0,1,0,0,0,0,0
0,1,33,25,3,0,1,0,0,0,0,0
0,2,33,25,3,0,1,0,0,0,0,0
0,3,33,25,3,0,1,0,0,0,0,0
0,4,33,25,3,0,1,0,0,0,0,0
0,5,33,25,3,0,1,0,0,0,0,0
32,6,33,25,3,0,1,0,0,0,0,0
154,7,33,25,3,0,1,0,0,0,0,0
372,8,33,25,3,0,1,0,0,0,0,0
531,9,33,25,3,0,1,0,0,0,0,0
781,10,33,25,3,0,1,0,0,0,0,0
912,11,33,25,3,0,1,0,0,0,0,0
613,12,33,25,3,0,1,0,0,0,0,0
892,13,33,25,3,0,1,0,0,0,0,0
753,14,33,25,3,0,1,0,0,0,0,0
692,15,33,25,3,0,1,0,0,0,0,0
396,16,33,25,3,0,1,0,0,0,0,0
137,17,33,25,3,0,1,0,0,0,0,0
9,18,33,25,3,0,1,0,0,0,0,0
0,19,33,25,3,0,1,0,0,0,0,0
0,20,33,25,3,0,1,0,0,0,0,0
0,21,33,25,3,0,1,0,0,0,0,0
0,22,33,25,3,0,1,0,0,0,0,0
0,23,33,25,3,0,1,0,0,0,0,0
0,0,33,25,2,0,1,0,0,0,0,0
0,1,33,25,2,0,1,0,0,0,0,0
0,2,33,25,2,0,1,0,0,0,0,0
0,3,33,25,2,0,1,0,0,0,0,0
0,4,33,25,2,0,1,0,0,0,0,0
0,5,33,25,2,0,1,0,0,0,0,0
66,6,33,25,2,0,1,0,0,0,0,0
226,7,33,25,2,0,1,0,0,0,0,0
405,8,33,25,2,0,1,0,0,0,0,0
705,9,33,25,2,0,1,0,0,0,0,0
568,10,33,25,2,0,1,0,0,0,0,0
929,11,33,25,2,0,1,0,0,0,0,0
1077,12,33,25,2,0,1,0,0,0,0,0
817,13,33,25,2,0,1,0,0,0,0,0
596,14,33,25,2,0,1,0,0,0,0,0
124,15,33,25,2,0,1,0,0,0,0,0
19,16,33,25,2,0,1,0,0,0,0,0
0,17,33,25,2,0,1,0,0,0,0,0
0,18,33,25,2,0,1,0,0,0,0,0
0,19,33,25,2,0,1,0,0,0,0,0
0,20,33,25,2,0,1,0,0,0,0,0
0,21,33,25,2,0,1,0,0,0,0,0
0,22,33,25,2,0,1,0,0,0,0,0
0,23,33,25,2,0,1,0,0,0,0,0
0,0,33,25,3,0,1,0,0,0,0,0
0,1,33,25,3,0,1,0,0,0,0,0
0,2,33,25,3,0,1,0,0,0,0,0
0,3,33,25,3,0,1,0,0,0,0,0
0,4,33,25,3,0,1,0,0,0,0,0
0,5,33,25,3,0,1,0,0,0,0,0
77,6,33,25,3,0,1,0,0,0,0,0
134,7,33,25,3,0,1,0,0,0,0,0
490,8,33,25,3,0,1,0,0,0,0,0
665,9,33,25,3,0,1,0,0,0,0,0
802,10,33,25,3,0,1,0,0,0,0,0
886,11,33,25,3,0,1,0,0,0,0,0
947,12,33,25,3,0,1,0,0,0,0,0
955,13,33,25,3,0,1,0,0,0,0,0
639,14,33,25,3,0,1,0,0,0,0,0
660,15,33,25,3,0,1,0,0,0,0,0
18,16,33,25,3,0,1,0,0,0,0,0
29,17,33,25,3,0,1,0,0,0,0,0
46,18,33,25,3,0,1,0,0,0,0,0
0,19,33,25,3,0,1,0,0,0,0,0
0,20,33,25,3,0,1,0,0,0,0,0
0,21,33,25,3,0,1,0,0,0,0,0
0,22,33,25,3,0,1,0,0,0,0,0
0,23,33,25,3,0,1,0,0,0,0,0
0,0,36,25,2,1,0,0,0,0,0,0
0,1,36,25,2,1,0,0,0,0,0,0
0,2,36,25,2,1,0,0,0,0,0,0
0,3,36,25,2,1,0,0,0,0,0,0
0,4,36,25,2,1,0,0,0,0,0,0
0,5,36,25,2,1,0,0,0,0,0,0
74,6,36,25,2,1,0,0,0,0,0,0
277,7,36,25,2,1,0,0,0,0,0,0
487,8,36,25,2,1,0,0,0,0,0,0
668,9,36,25,2,1,0,0,0,0,0,0
802,10,36,25,2,1,0,0,0,0,0,0
890,11,36,25,2,1,0,0,0,0,0,0
924,12,36,25,2,1,0,0,0,0,0,0
881,13,36,25,2,1,0,0,0,0,0,0
736,14,36,25,2,1,0,0,0,0,0,0
263,15,36,25,2,1,0,0,0,0,0,0
34,16,36,25,2,1,0,0,0,0,0,0
71,17,36,25,2,1,0,0,0,0,0,0
36,18,36,25,2,1,0,0,0,0,0,0
0,19,36,25,2,1,0,0,0,0,0,0
0,20,36,25,2,1,0,0,0,0,0,0
0,21,36,25,2,1,0,0,0,0,0,0
0,22,36,25,2,1,0,0,0,0,0,0
0,23,36,25,2,1,0,0,0,0,0,0
0,0,36,25,3,1,0,0,0,0,0,0
0,1,36,25,3,1,0,0,0,0,0,0
0,2,36,25,3,1,0,0,0,0,0,0
0,3,36,25,3,1,0,0,0,0,0,0
0,4,36,25,3,1,0,0,0,0,0,0
0,5,36,25,3,1,0,0,0,0,0,0
79,6,36,25,3,1,0,0,0,0,0,0
268,7,36,25,3,1,0,0,0,0,0,0
489,8,36,25,3,1,0,0,0,0,0,0
669,9,36,25,3,1,0,0,0,0,0,0
801,10,36,25,3,1,0,0,0,0,0,0
894,11,36,25,3,1,0,0,0,0,0,0
926,12,36,25,3,1,0,0,0,0,0,0
436,13,36,25,3,1,0,0,0,0,0,0
843,14,36,25,3,1,0,0,0,0,0,0
94,15,36,25,3,1,0,0,0,0,0,0
257,16,36,25,3,1,0,0,0,0,0,0
236,17,36,25,3,1,0,0,0,0,0,0
73,18,36,25,3,1,0,0,0,0,0,0
0,19,36,25,3,1,0,0,0,0,0,0
0,20,36,25,3,1,0,0,0,0,0,0
0,21,36,25,3,1,0,0,0,0,0,0
0,22,36,25,3,1,0,0,0,0,0,0
0,23,36,25,3,1,0,0,0,0,0,0
0,0,37,27,3,0,0,0,0,0,0,1
0,1,37,27,3,0,0,0,0,0,0,1
0,2,37,27,3,0,0,0,0,0,0,1
0,3,37,27,3,0,0,0,0,0,0,1
0,4,37,27,3,0,0,0,0,0,0,1
0,5,37,27,3,0,0,0,0,0,0,1
70,6,37,27,3,0,0,0,0,0,0,1
260,7,37,27,3,0,0,0,0,0,0,1
477,8,37,27,3,0,0,0,0,0,0,1
668,9,37,27,3,0,0,0,0,0,0,1
782,10,37,27,3,0,0,0,0,0,0,1
942,11,37,27,3,0,0,0,0,0,0,1
917,12,37,27,3,0,0,0,0,0,0,1
905,13,37,27,3,0,0,0,0,0,0,1
834,14,37,27,3,0,0,0,0,0,0,1
802,15,37,27,3,0,0,0,0,0,0,1
512,16,37,27,3,0,0,0,0,0,0,1
299,17,37,27,3,0,0,0,0,0,0,1
64,18,37,27,3,0,0,0,0,0,0,1
0,19,37,27,3,0,0,0,0,0,0,1
0,20,37,27,3,0,0,0,0,0,0,1
0,21,37,27,3,0,0,0,0,0,0,1
0,22,37,27,3,0,0,0,0,0,0,1
0,23,37,27,3,0,0,0,0,0,0,1
0,0,37,26,4,1,0,0,0,0,0,0
0,1,37,26,4,1,0,0,0,0,0,0
0,2,37,26,4,1,0,0,0,0,0,0
0,3,37,26,4,1,0,0,0,0,0,0
0,4,37,26,4,1,0,0,0,0,0,0
0,5,37,26,4,1,0,0,0,0,0,0
84,6,37,26,4,1,0,0,0,0,0,0
281,7,37,26,4,1,0,0,0,0,0,0
490,8,37,26,4,1,0,0,0,0,0,0
671,9,37,26,4,1,0,0,0,0,0,0
819,10,37,26,4,1,0,0,0,0,0,0
892,11,37,26,4,1,0,0,0,0,0,0
957,12,37,26,4,1,0,0,0,0,0,0
919,13,37,26,4,1,0,0,0,0,0,0
777,14,37,26,4,1,0,0,0,0,0,0
706,15,37,26,4,1,0,0,0,0,0,0
136,16,37,26,4,1,0,0,0,0,0,0
118,17,37,26,4,1,0,0,0,0,0,0
37,18,37,26,4,1,0,0,0,0,0,0
0,19,37,26,4,1,0,0,0,0,0,0
0,20,37,26,4,1,0,0,0,0,0,0
0,21,37,26,4,1,0,0,0,0,0,0
0,22,37,26,4,1,0,0,0,0,0,0
0,23,37,26,4,1,0,0,0,0,0,0
0,0,36,26,3,1,0,0,0,0,0,0
0,1,36,26,3,1,0,0,0,0,0,0
0,2,36,26,3,1,0,0,0,0,0,0
0,3,36,26,3,1,0,0,0,0,0,0
0,4,36,26,3,1,0,0,0,0,0,0
0,5,36,26,3,1,0,0,0,0,0,0
69,6,36,26,3,1,0,0,0,0,0,0
272,7,36,26,3,1,0,0,0,0,0,0
488,8,36,26,3,1,0,0,0,0,0,0
643,9,36,26,3,1,0,0,0,0,0,0
805,10,36,26,3,1,0,0,0,0,0,0
875,11,36,26,3,1,0,0,0,0,0,0
902,12,36,26,3,1,0,0,0,0,0,0
939,13,36,26,3,1,0,0,0,0,0,0
713,14,36,26,3,1,0,0,0,0,0,0
691,15,36,26,3,1,0,0,0,0,0,0
244,16,36,26,3,1,0,0,0,0,0,0
270,17,36,26,3,1,0,0,0,0,0,0
20,18,36,26,3,1,0,0,0,0,0,0
0,19,36,26,3,1,0,0,0,0,0,0
0,20,36,26,3,1,0,0,0,0,0,0
0,21,36,26,3,1,0,0,0,0,0,0
0,22,36,26,3,1,0,0,0,0,0,0
0,23,36,26,3,1,0,0,0,0,0,0
0,0,33,26,2,0,0,0,0,1,0,0
0,1,33,26,2,0,0,0,0,1,0,0
0,2,33,26,2,0,0,0,0,1,0,0
0,3,33,26,2,0,0,0,0,1,0,0
0,4,33,26,2,0,0,0,0,1,0,0
0,5,33,26,2,0,0,0,0,1,0,0
70,6,33,26,2,0,0,0,0,1,0,0
236,7,33,26,2,0,0,0,0,1,0,0
472,8,33,26,2,0,0,0,0,1,0,0
352,9,33,26,2,0,0,0,0,1,0,0
710,10,33,26,2,0,0,0,0,1,0,0
962,11,33,26,2,0,0,0,0,1,0,0
967,12,33,26,2,0,0,0,0,1,0,0
106,13,33,26,2,0,0,0,0,1,0,0
12,14,33,26,2,0,0,0,0,1,0,0
16,15,33,26,2,0,0,0,0,1,0,0
12,16,33,26,2,0,0,0,0,1,0,0
10,17,33,26,2,0,0,0,0,1,0,0
3,18,33,26,2,0,0,0,0,1,0,0
0,19,33,26,2,0,0,0,0,1,0,0
0,20,33,26,2,0,0,0,0,1,0,0
0,21,33,26,2,0,0,0,0,1,0,0
0,22,33,26,2,0,0,0,0,1,0,0
0,23,33,26,2,0,0,0,0,1,0,0
0,0,33,23,2,0,0,0,0,0,1,0
0,1,33,23,2,0,0,0,0,0,1,0
0,2,33,23,2,0,0,0,0,0,1,0
0,3,33,23,2,0,0,0,0,0,1,0
0,4,33,23,2,0,0,0,0,0,1,0
0,5,33,23,2,0,0,0,0,0,1,0
0,6,33,23,2,0,0,0,0,0,1,0
58,7,33,23,2,0,0,0,0,0,1,0
145,8,33,23,2,0,0,0,0,0,1,0
211,9,33,23,2,0,0,0,0,0,1,0
309,10,33,23,2,0,0,0,0,0,1,0
1042,11,33,23,2,0,0,0,0,0,1,0
992,12,33,23,2,0,0,0,0,0,1,0
1116,13,33,23,2,0,0,0,0,0,1,0
847,14,33,23,2,0,0,0,0,0,1,0
695,15,33,23,2,0,0,0,0,0,1,0
156,16,33,23,2,0,0,0,0,0,1,0
49,17,33,23,2,0,0,0,0,0,1,0
13,18,33,23,2,0,0,0,0,0,1,0
0,19,33,23,2,0,0,0,0,0,1,0
0,20,33,23,2,0,0,0,0,0,1,0
0,21,33,23,2,0,0,0,0,0,1,0
0,22,33,23,2,0,0,0,0,0,1,0
0,23,33,23,2,0,0,0,0,0,1,0
