TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium
129,7,33,26,3,0,1,0,0,0
404,8,33,26,3,0,1,0,0,0
276,9,33,26,3,0,1,0,0,0
422,10,33,26,3,0,1,0,0,0
244,11,33,26,3,0,1,0,0,0
1007,12,33,26,3,0,1,0,0,0
472,13,33,26,3,0,1,0,0,0
540,14,33,26,3,0,1,0,0,0
180,15,33,26,3,0,1,0,0,0
163,16,33,26,3,0,1,0,0,0
149,17,33,26,3,0,1,0,0,0
66,18,33,26,3,0,1,0,0,0
0,19,33,26,3,0,1,0,0,0
0,20,33,26,3,0,1,0,0,0
0,21,33,26,3,0,1,0,0,0
0,22,33,26,3,0,1,0,0,0
0,23,33,26,3,0,1,0,0,0
0,0,32,25,2,0,1,0,0,0
0,1,32,25,2,0,1,0,0,0
0,2,32,25,2,0,1,0,0,0
0,3,32,25,2,0,1,0,0,0
0,4,32,25,2,0,1,0,0,0
0,5,32,25,2,0,1,0,0,0
28,6,32,25,2,0,1,0,0,0
142,7,32,25,2,0,1,0,0,0
244,8,32,25,2,0,1,0,0,0
221,9,32,25,2,0,1,0,0,0
343,10,32,25,2,0,1,0,0,0
620,11,32,25,2,0,1,0,0,0
629,12,32,25,2,0,1,0,0,0
603,13,32,25,2,0,1,0,0,0
602,14,32,25,2,0,1,0,0,0
477,15,32,25,2,0,1,0,0,0
291,16,32,25,2,0,1,0,0,0
35,17,32,25,2,0,1,0,0,0
92,18,32,25,2,0,1,0,0,0
0,19,32,25,2,0,1,0,0,0
0,20,32,25,2,0,1,0,0,0
0,21,32,25,2,0,1,0,0,0
0,22,32,25,2,0,1,0,0,0
0,23,32,25,2,0,1,0,0,0
0,0,32,25,3,0,1,0,0,0
0,1,32,25,3,0,1,0,0,0
0,2,32,25,3,0,1,0,0,0
0,3,32,25,3,0,1,0,0,0
0,4,32,25,3,0,1,0,0,0
0,5,32,25,3,0,1,0,0,0
86,6,32,25,3,0,1,0,0,0
342,7,32,25,3,0,1,0,0,0
544,8,32,25,3,0,1,0,0,0
348,9,32,25,3,0,1,0,0,0
523,10,32,25,3,0,1,0,0,0
462,11,32,25,3,0,1,0,0,0
1125,12,32,25,3,0,1,0,0,0
321,13,32,25,3,0,1,0,0,0
282,14,32,25,3,0,1,0,0,0
283,15,32,25,3,0,1,0,0,0
138,16,32,25,3,0,1,0,0,0
53,17,32,25,3,0,1,0,0,0
44,18,32,25,3,0,1,0,0,0
0,19,32,25,3,0,1,0,0,0
0,20,32,25,3,0,1,0,0,0
0,21,32,25,3,0,1,0,0,0
0,22,32,25,3,0,1,0,0,0
0,23,32,25,3,0,1,0,0,0
0,0,33,26,3,0,1,0,0,0
0,1,33,26,3,0,1,0,0,0
0,2,33,26,3,0,1,0,0,0
0,3,33,26,3,0,1,0,0,0
0,4,33,26,3,0,1,0,0,0
0,5,33,26,3,0,1,0,0,0
70,6,33,26,3,0,1,0,0,0
319,7,33,26,3,0,1,0,0,0
259,8,33,26,3,0,1,0,0,0
277,9,33,26,3,0,1,0,0,0
445,10,33,26,3,0,1,0,0,0
693,11,33,26,3,0,1,0,0,0
686,12,33,26,3,0,1,0,0,0
523,13,33,26,3,0,1,0,0,0
926,14,33,26,3,0,1,0,0,0
238,15,33,26,3,0,1,0,0,0
572,16,33,26,3,0,1,0,0,0
362,17,33,26,3,0,1,0,0,0
22,18,33,26,3,0,1,0,0,0
0,19,33,26,3,0,1,0,0,0
0,20,33,26,3,0,1,0,0,0
0,21,33,26,3,0,1,0,0,0
0,22,33,26,3,0,1,0,0,0
0,23,33,26,3,0,1,0,0,0
0,0,32,26,2,1,0,0,0,0
0,1,32,26,2,1,0,0,0,0
0,2,32,26,2,1,0,0,0,0
0,3,32,26,2,1,0,0,0,0
0,4,32,26,2,1,0,0,0,0
0,5,32,26,2,1,0,0,0,0
68,6,32,26,2,1,0,0,0,0
282,7,32,26,2,1,0,0,0,0
542,8,32,26,2,1,0,0,0,0
864,9,32,26,2,1,0,0,0,0
234,10,32,26,2,1,0,0,0,0
555,11,32,26,2,1,0,0,0,0
492,12,32,26,2,1,0,0,0,0
328,13,32,26,2,1,0,0,0,0
1053,14,32,26,2,1,0,0,0,0
388,15,32,26,2,1,0,0,0,0
526,16,32,26,2,1,0,0,0,0
152,17,32,26,2,1,0,0,0,0
31,18,32,26,2,1,0,0,0,0
0,19,32,26,2,1,0,0,0,0
0,20,32,26,2,1,0,0,0,0
0,21,32,26,2,1,0,0,0,0
0,22,32,26,2,1,0,0,0,0
0,23,32,26,2,1,0,0,0,0
0,0,35,26,3,1,0,0,0,0
0,1,35,26,3,1,0,0,0,0
0,2,35,26,3,1,0,0,0,0
0,3,35,26,3,1,0,0,0,0
0,4,35,26,3,1,0,0,0,0
0,5,35,26,3,1,0,0,0,0
25,6,35,26,3,1,0,0,0,0
299,7,35,26,3,1,0,0,0,0
232,8,35,26,3,1,0,0,0,0
687,9,35,26,3,1,0,0,0,0
846,10,35,26,3,1,0,0,0,0
1058,11,35,26,3,1,0,0,0,0
1121,12,35,26,3,1,0,0,0,0
1014,13,35,26,3,1,0,0,0,0
917,14,35,26,3,1,0,0,0,0
489,15,35,26,3,1,0,0,0,0
322,16,35,26,3,1,0,0,0,0
154,17,35,26,3,1,0,0,0,0
68,18,35,26,3,1,0,0,0,0
0,19,35,26,3,1,0,0,0,0
0,20,35,26,3,1,0,0,0,0
0,21,35,26,3,1,0,0,0,0
0,22,35,26,3,1,0,0,0,0
0,23,35,26,3,1,0,0,0,0
0,0,35,26,3,0,1,0,0,0
0,1,35,26,3,0,1,0,0,0
0,2,35,26,3,0,1,0,0,0
0,3,35,26,3,0,1,0,0,0
0,4,35,26,3,0,1,0,0,0
0,5,35,26,3,0,1,0,0,0
48,6,35,26,3,0,1,0,0,0
269,7,35,26,3,0,1,0,0,0
496,8,35,26,3,0,1,0,0,0
378,9,35,26,3,0,1,0,0,0
917,10,35,26,3,0,1,0,0,0
974,11,35,26,3,0,1,0,0,0
1030,12,35,26,3,0,1,0,0,0
916,13,35,26,3,0,1,0,0,0
897,14,35,26,3,0,1,0,0,0
578,15,35,26,3,0,1,0,0,0
508,16,35,26,3,0,1,0,0,0
324,17,35,26,3,0,1,0,0,0
95,18,35,26,3,0,1,0,0,0
0,19,35,26,3,0,1,0,0,0
0,20,35,26,3,0,1,0,0,0
0,21,35,26,3,0,1,0,0,0
0,22,35,26,3,0,1,0,0,0
0,23,35,26,3,0,1,0,0,0
0,0,33,25,3,0,1,0,0,0
0,1,33,25,3,0,1,0,0,0
0,2,33,25,3,0,1,0,0,0
0,3,33,25,3,0,1,0,0,0
0,4,33,25,3,0,1,0,0,0
0,5,33,25,3,0,1,0,0,0
35,6,33,25,3,0,1,0,0,0
86,7,33,25,3,0,1,0,0,0
458,8,33,25,3,0,1,0,0,0
458,9,33,25,3,0,1,0,0,0
343,10,33,25,3,0,1,0,0,0
195,11,33,25,3,0,1,0,0,0
146,12,33,25,3,0,1,0,0,0
148,13,33,25,3,0,1,0,0,0
447,14,33,25,3,0,1,0,0,0
728,15,33,25,3,0,1,0,0,0
528,16,33,25,3,0,1,0,0,0
318,17,33,25,3,0,1,0,0,0
93,18,33,25,3,0,1,0,0,0
0,19,33,25,3,0,1,0,0,0
0,20,33,25,3,0,1,0,0,0
0,21,33,25,3,0,1,0,0,0
0,22,33,25,3,0,1,0,0,0
0,23,33,25,3,0,1,0,0,0
0,0,34,26,1,0,1,0,0,0
0,1,34,26,1,0,1,0,0,0
0,2,34,26,1,0,1,0,0,0
0,3,34,26,1,0,1,0,0,0
0,4,34,26,1,0,1,0,0,0
0,5,34,26,1,0,1,0,0,0
21,6,34,26,1,0,1,0,0,0
113,7,34,26,1,0,1,0,0,0
443,8,34,26,1,0,1,0,0,0
748,9,34,26,1,0,1,0,0,0
966,10,34,26,1,0,1,0,0,0
1057,11,34,26,1,0,1,0,0,0
798,12,34,26,1,0,1,0,0,0
619,13,34,26,1,0,1,0,0,0
890,14,34,26,1,0,1,0,0,0
794,15,34,26,1,0,1,0,0,0
204,16,34,26,1,0,1,0,0,0
97,17,34,26,1,0,1,0,0,0
11,18,34,26,1,0,1,0,0,0
0,19,34,26,1,0,1,0,0,0
0,20,34,26,1,0,1,0,0,0
0,21,34,26,1,0,1,0,0,0
0,22,34,26,1,0,1,0,0,0
0,23,34,26,1,0,1,0,0,0
0,0,34,25,1,1,0,0,0,0
0,1,34,25,1,1,0,0,0,0
0,2,34,25,1,1,0,0,0,0
0,3,34,25,1,1,0,0,0,0
0,4,34,25,1,1,0,0,0,0
0,5,34,25,1,1,0,0,0,0
57,6,34,25,1,1,0,0,0,0
248,7,34,25,1,1,0,0,0,0
496,8,34,25,1,1,0,0,0,0
801,9,34,25,1,1,0,0,0,0
272,10,34,25,1,1,0,0,0,0
259,11,34,25,1,1,0,0,0,0
1124,12,34,25,1,1,0,0,0,0
538,13,34,25,1,1,0,0,0,0
905,14,34,25,1,1,0,0,0,0
754,15,34,25,1,1,0,0,0,0
350,16,34,25,1,1,0,0,0,0
97,17,34,25,1,1,0,0,0,0
124,18,34,25,1,1,0,0,0,0
0,19,34,25,1,1,0,0,0,0
0,20,34,25,1,1,0,0,0,0
0,21,34,25,1,1,0,0,0,0
0,22,34,25,1,1,0,0,0,0
0,23,34,25,1,1,0,0,0,0
