TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium
0,4,27,20,1,0,0,0,0,1
7,5,27,20,1,0,0,0,0,1
7,6,27,20,1,0,0,0,0,1
89,7,27,20,1,0,0,0,0,1
180,8,27,20,1,0,0,0,0,1
439,9,27,20,1,0,0,0,0,1
161,10,27,20,1,0,0,0,0,1
123,11,27,20,1,0,0,0,0,1
901,12,27,20,1,0,0,0,0,1
892,13,27,20,1,0,0,0,0,1
135,14,27,20,1,0,0,0,0,1
79,15,27,20,1,0,0,0,0,1
35,16,27,20,1,0,0,0,0,1
202,17,27,20,1,0,0,0,0,1
136,18,27,20,1,0,0,0,0,1
73,19,27,20,1,0,0,0,0,1
0,20,27,20,1,0,0,0,0,1
0,21,27,20,1,0,0,0,0,1
0,22,27,20,1,0,0,0,0,1
0,23,27,20,1,0,0,0,0,1
0,0,28,19,2,0,1,0,0,0
0,1,28,19,2,0,1,0,0,0
0,2,28,19,2,0,1,0,0,0
0,3,28,19,2,0,1,0,0,0
0,4,28,19,2,0,1,0,0,0
16,5,28,19,2,0,1,0,0,0
70,6,28,19,2,0,1,0,0,0
189,7,28,19,2,0,1,0,0,0
335,8,28,19,2,0,1,0,0,0
396,9,28,19,2,0,1,0,0,0
861,10,28,19,2,0,1,0,0,0
921,11,28,19,2,0,1,0,0,0
891,12,28,19,2,0,1,0,0,0
980,13,28,19,2,0,1,0,0,0
398,14,28,19,2,0,1,0,0,0
324,15,28,19,2,0,1,0,0,0
184,16,28,19,2,0,1,0,0,0
199,17,28,19,2,0,1,0,0,0
999999,18,28,19,2,0,1,0,0,0
21,19,28,19,2,0,1,0,0,0
0,20,28,19,2,0,1,0,0,0
0,21,28,19,2,0,1,0,0,0
0,22,28,19,2,0,1,0,0,0
0,23,28,19,2,0,1,0,0,0
0,0,30,19,1,1,0,0,0,0
0,1,30,19,1,1,0,0,0,0
0,2,30,19,1,1,0,0,0,0
0,3,30,19,1,1,0,0,0,0
0,4,30,19,1,1,0,0,0,0
27,5,30,19,1,1,0,0,0,0
158,6,30,19,1,1,0,0,0,0
322,7,30,19,1,1,0,0,0,0
502,8,30,19,1,1,0,0,0,0
673,9,30,19,1,1,0,0,0,0
727,10,30,19,1,1,0,0,0,0
896,11,30,19,1,1,0,0,0,0
922,12,30,19,1,1,0,0,0,0
906,13,30,19,1,1,0,0,0,0
830,14,30,19,1,1,0,0,0,0
707,15,30,19,1,1,0,0,0,0
545,16,30,19,1,1,0,0,0,0
377,17,30,19,1,1,0,0,0,0
202,18,30,19,1,1,0,0,0,0
32,19,30,19,1,1,0,0,0,0
0,20,30,19,1,1,0,0,0,0
0,21,30,19,1,1,0,0,0,0
0,22,30,19,1,1,0,0,0,0
0,23,30,19,1,1,0,0,0,0
0,0,32,22,3,0,1,0,0,0
0,1,32,22,3,0,1,0,0,0
0,2,32,22,3,0,1,0,0,0
0,3,32,22,3,0,1,0,0,0
0,4,32,22,3,0,1,0,0,0
35,5,32,22,3,0,1,0,0,0
172,6,32,22,3,0,1,0,0,0
238,7,32,22,3,0,1,0,0,0
425,8,32,22,3,0,1,0,0,0
678,9,32,22,3,0,1,0,0,0
791,10,32,22,3,0,1,0,0,0
762,11,32,22,3,0,1,0,0,0
937,12,32,22,3,0,1,0,0,0
625,13,32,22,3,0,1,0,0,0
820,14,32,22,3,0,1,0,0,0
583,15,32,22,3,0,1,0,0,0
523,16,32,22,3,0,1,0,0,0
204,17,32,22,3,0,1,0,0,0
103,18,32,22,3,0,1,0,0,0
46,19,32,22,3,0,1,0,0,0
0,20,32,22,3,0,1,0,0,0
0,21,32,22,3,0,1,0,0,0
0,22,32,22,3,0,1,0,0,0
0,23,32,22,3,0,1,0,0,0
0,0,29,21,3,0,0,0,1,0
0,1,29,21,3,0,0,0,1,0
0,2,29,21,3,0,0,0,1,0
0,3,29,21,3,0,0,0,1,0
0,4,29,21,3,0,0,0,1,0
40,5,29,21,3,0,0,0,1,0
91,6,29,21,3,0,0,0,1,0
229,7,29,21,3,0,0,0,1,0
591,8,29,21,3,0,0,0,1,0
694,9,29,21,3,0,0,0,1,0
753,10,29,21,3,0,0,0,1,0
406,11,29,21,3,0,0,0,1,0
284,12,29,21,3,0,0,0,1,0
183,13,29,21,3,0,0,0,1,0
281,14,29,21,3,0,0,0,1,0
118,15,29,21,3,0,0,0,1,0
290,16,29,21,3,0,0,0,1,0
151,17,29,21,3,0,0,0,1,0
47,18,29,21,3,0,0,0,1,0
31,19,29,21,3,0,0,0,1,0
0,20,29,21,3,0,0,0,1,0
0,21,29,21,3,0,0,0,1,0
0,22,29,21,3,0,0,0,1,0
0,23,29,21,3,0,0,0,1,0
0,0,23,19,2,0,0,1,0,0
0,1,23,19,2,0,0,1,0,0
0,2,23,19,2,0,0,1,0,0
0,3,23,19,2,0,0,1,0,0
0,4,23,19,2,0,0,1,0,0
5,5,23,19,2,0,0,1,0,0
16,6,23,19,2,0,0,1,0,0
31,7,23,19,2,0,0,1,0,0
43,8,23,19,2,0,0,1,0,0
118,9,23,19,2,0,0,1,0,0
162,10,23,19,2,0,0,1,0,0
112,11,23,19,2,0,0,1,0,0
188,12,23,19,2,0,0,1,0,0
199,13,23,19,2,0,0,1,0,0
177,14,23,19,2,0,0,1,0,0
269,15,23,19,2,0,0,1,0,0
241,16,23,19,2,0,0,1,0,0
86,17,23,19,2,0,0,1,0,0
148,18,23,19,2,0,0,1,0,0
51,19,23,19,2,0,0,1,0,0
0,20,23,19,2,0,0,1,0,0
0,21,23,19,2,0,0,1,0,0
0,22,23,19,2,0,0,1,0,0
0,23,23,19,2,0,0,1,0,0
0,0,29,20,3,0,1,0,0,0
0,1,29,20,3,0,1,0,0,0
0,2,29,20,3,0,1,0,0,0
0,3,29,20,3,0,1,0,0,0
0,4,29,20,3,0,1,0,0,0
24,5,29,20,3,0,1,0,0,0
154,6,29,20,3,0,1,0,0,0
352,7,29,20,3,0,1,0,0,0
509,8,29,20,3,0,1,0,0,0
698,9,29,20,3,0,1,0,0,0
776,10,29,20,3,0,1,0,0,0
759,11,29,20,3,0,1,0,0,0
918,12,29,20,3,0,1,0,0,0
805,13,29,20,3,0,1,0,0,0
461,14,29,20,3,0,1,0,0,0
535,15,29,20,3,0,1,0,0,0
203,16,29,20,3,0,1,0,0,0
189,17,29,20,3,0,1,0,0,0
42,18,29,20,3,0,1,0,0,0
8,19,29,20,3,0,1,0,0,0
0,20,29,20,3,0,1,0,0,0
0,21,29,20,3,0,1,0,0,0
0,22,29,20,3,0,1,0,0,0
0,23,29,20,3,0,1,0,0,0
0,0,27,18,3,0,1,0,0,0
0,1,27,18,3,0,1,0,0,0
0,2,27,18,3,0,1,0,0,0
0,3,27,18,3,0,1,0,0,0
0,4,27,18,3,0,1,0,0,0
15,5,27,18,3,0,1,0,0,0
47,6,27,18,3,0,1,0,0,0
232,7,27,18,3,0,1,0,0,0
61,8,27,18,3,0,1,0,0,0
203,9,27,18,3,0,1,0,0,0
608,10,27,18,3,0,1,0,0,0
458,11,27,18,3,0,1,0,0,0
152,12,27,18,3,0,1,0,0,0
178,13,27,18,3,0,1,0,0,0
309,14,27,18,3,0,1,0,0,0
183,15,27,18,3,0,1,0,0,0
100,16,27,18,3,0,1,0,0,0
221,17,27,18,3,0,1,0,0,0
4,18,27,18,3,0,1,0,0,0
8,19,27,18,3,0,1,0,0,0
0,20,27,18,3,0,1,0,0,0
0,21,27,18,3,0,1,0,0,0
0,22,27,18,3,0,1,0,0,0
0,23,27,18,3,0,1,0,0,0
0,0,24,16,1,0,1,0,0,0
0,1,24,16,1,0,1,0,0,0
0,2,24,16,1,0,1,0,0,0
0,3,24,16,1,0,1,0,0,0
0,4,24,16,1,0,1,0,0,0
5,5,24,16,1,0,1,0,0,0
16,6,24,16,1,0,1,0,0,0
96,7,24,16,1,0,1,0,0,0
102,8,24,16,1,0,1,0,0,0
104,9,24,16,1,0,1,0,0,0
170,10,24,16,1,0,1,0,0,0
354,11,24,16,1,0,1,0,0,0
409,12,24,16,1,0,1,0,0,0
579,13,24,16,1,0,1,0,0,0
709,14,24,16,1,0,1,0,0,0
672,15,24,16,1,0,1,0,0,0
576,16,24,16,1,0,1,0,0,0
225,17,24,16,1,0,1,0,0,0
111,18,24,16,1,0,1,0,0,0
20,19,24,16,1,0,1,0,0,0
0,20,24,16,1,0,1,0,0,0
0,21,24,16,1,0,1,0,0,0
0,22,24,16,1,0,1,0,0,0
0,23,24,16,1,0,1,0,0,0
0,0,20,17,1,0,0,1,0,0
0,1,20,17,1,0,0,1,0,0
0,2,20,17,1,0,0,1,0,0
0,3,20,17,1,0,0,1,0,0
0,4,20,17,1,0,0,1,0,0
4,5,20,17,1,0,0,1,0,0
21,6,20,17,1,0,0,1,0,0
63,7,20,17,1,0,0,1,0,0
96,8,20,17,1,0,0,1,0,0
141,9,20,17,1,0,0,1,0,0
109,10,20,17,1,0,0,1,0,0
88,11,20,17,1,0,0,1,0,0
62,12,20,17,1,0,0,1,0,0
29,13,20,17,1,0,0,1,0,0
202,14,20,17,1,0,0,1,0,0
246,15,20,17,1,0,0,1,0,0
126,16,20,17,1,0,0,1,0,0
104,17,20,17,1,0,0,1,0,0
150,18,20,17,1,0,0,1,0,0
15,19,20,17,1,0,0,1,0,0
0,20,20,17,1,0,0,1,0,0
0,21,20,17,1,0,0,1,0,0
0,22,20,17,1,0,0,1,0,0
0,23,20,17,1,0,0,1,0,0
0,0,28,18,1,0,1,0,0,0
0,1,28,18,1,0,1,0,0,0
0,2,28,18,1,0,1,0,0,0
0,3,28,18,1,0,1,0,0,0
0,4,28,18,1,0,1,0,0,0
7,5,28,18,1,0,1,0,0,0
63,6,28,18,1,0,1,0,0,0
276,7,28,18,1,0,1,0,0,0
509,8,28,18,1,0,1,0,0,0
221,9,28,18,1,0,1,0,0,0
855,10,28,18,1,0,1,0,0,0
937,11,28,18,1,0,1,0,0,0
919,12,28,18,1,0,1,0,0,0
904,13,28,18,1,0,1,0,0,0
823,14,28,18,1,0,1,0,0,0
693,15,28,18,1,0,1,0,0,0
533,16,28,18,1,0,1,0,0,0
363,17,28,18,1,0,1,0,0,0
173,18,28,18,1,0,1,0,0,0
34,19,28,18,1,0,1,0,0,0
0,20,28,18,1,0,1,0,0,0
0,21,28,18,1,0,1,0,0,0
0,22,28,18,1,0,1,0,0,0
0,23,28,18,1,0,1,0,0,0
0,0,29,19,3,0,0,0,0,1
0,1,29,19,3,0,0,0,0,1
0,2,29,19,3,0,0,0,0,1
0,3,29,19,3,0,0,0,0,1
0,4,29,19,3,0,0,0,0,1
10,5,29,19,3,0,0,0,0,1
69,6,29,19,3,0,0,0,0,1
51,7,29,19,3,0,0,0,0,1
2,8,29,19,3,0,0,0,0,1
23,9,29,19,3,0,0,0,0,1
303,10,29,19,3,0,0,0,0,1
568,11,29,19,3,0,0,0,0,1
439,12,29,19,3,0,0,0,0,1
216,13,29,19,3,0,0,0,0,1
154,14,29,19,3,0,0,0,0,1
535,15,29,19,3,0,0,0,0,1
188,16,29,19,3,0,0,0,0,1
309,17,29,19,3,0,0,0,0,1
108,18,29,19,3,0,0,0,0,1
14,19,29,19,3,0,0,0,0,1
0,20,29,19,3,0,0,0,0,1
0,21,29,19,3,0,0,0,0,1
0,22,29,19,3,0,0,0,0,1
0,23,29,19,3,0,0,0,0,1
0,0,28,22,2,0,1,0,0,0
0,1,28,22,2,0,1,0,0,0
0,2,28,22,2,0,1,0,0,0
0,3,28,22,2,0,1,0,0,0
0,4,28,22,2,0,1,0,0,0
11,5,28,22,2,0,1,0,0,0
87,6,28,22,2,0,1,0,0,0
287,7,28,22,2,0,1,0,0,0
400,8,28,22,2,0,1,0,0,0
585,9,28,22,2,0,1,0,0,0
409,10,28,22,2,0,1,0,0,0
210,11,28,22,2,0,1,0,0,0
85,12,28,22,2,0,1,0,0,0
176,13,28,22,2,0,1,0,0,0
80,14,28,22,2,0,1,0,0,0
308,15,28,22,2,0,1,0,0,0
117,16,28,22,2,0,1,0,0,0
94,17,28,22,2,0,1,0,0,0
81,18,28,22,2,0,1,0,0,0
18,19,28,22,2,0,1,0,0,0
0,20,28,22,2,0,1,0,0,0
0,21,28,22,2,0,1,0,0,0
0,22,28,22,2,0,1,0,0,0
0,23,28,22,2,0,1,0,0,0
0,0,24,20,2,0,0,1,0,0
0,1,24,20,2,0,0,1,0,0
0,2,24,20,2,0,0,1,0,0
0,3,24,20,2,0,0,1,0,0
0,4,24,20,2,0,0,1,0,0
5,5,24,20,2,0,0,1,0,0
44,6,24,20,2,0,0,1,0,0
42,7,24,20,2,0,0,1,0,0
92,8,24,20,2,0,0,1,0,0
115,9,24,20,2,0,0,1,0,0
200,10,24,20,2,0,0,1,0,0
28,11,24,20,2,0,0,1,0,0
42,12,24,20,2,0,0,1,0,0
111,13,24,20,2,0,0,1,0,0
106,14,24,20,2,0,0,1,0,0
230,15,24,20,2,0,0,1,0,0
179,16,24,20,2,0,0,1,0,0
116,17,24,20,2,0,0,1,0,0
80,18,24,20,2,0,0,1,0,0
6,19,24,20,2,0,0,1,0,0
0,20,24,20,2,0,0,1,0,0
0,21,24,20,2,0,0,1,0,0
0,22,24,20,2,0,0,1,0,0
0,23,24,20,2,0,0,1,0,0
0,0,31,21,3,0,1,0,0,0
0,1,31,21,3,0,1,0,0,0
0,2,31,21,3,0,1,0,0,0
0,3,31,21,3,0,1,0,0,0
0,4,31,21,3,0,1,0,0,0
10,5,31,21,3,0,1,0,0,0
179,6,31,21,3,0,1,0,0,0
308,7,31,21,3,0,1,0,0,0
489,8,31,21,3,0,1,0,0,0
648,9,31,21,3,0,1,0,0,0
798,10,31,21,3,0,1,0,0,0
403,11,31,21,3,0,1,0,0,0
1018,12,31,21,3,0,1,0,0,0
779,13,31,21,3,0,1,0,0,0
789,14,31,21,3,0,1,0,0,0
662,15,31,21,3,0,1,0,0,0
490,16,31,21,3,0,1,0,0,0
316,17,31,21,3,0,1,0,0,0
152,18,31,21,3,0,1,0,0,0
35,19,31,21,3,0,1,0,0,0
0,20,31,21,3,0,1,0,0,0
0,21,31,21,3,0,1,0,0,0
0,22,31,21,3,0,1,0,0,0
0,23,31,21,3,0,1,0,0,0
