TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium,sun
0,1,34,27,2,0,0,0,1,0,0
0,2,34,27,2,0,0,0,1,0,0
0,3,34,27,2,0,0,0,1,0,0
0,4,34,27,2,0,0,0,1,0,0
0,5,34,27,2,0,0,0,1,0,0
45,6,34,27,2,0,0,0,1,0,0
222,7,34,27,2,0,0,0,1,0,0
441,8,34,27,2,0,0,0,1,0,0
649,9,34,27,2,0,0,0,1,0,0
851,10,34,27,2,0,0,0,1,0,0
831,11,34,27,2,0,0,0,1,0,0
286,12,34,27,2,0,0,0,1,0,0
216,13,34,27,2,0,0,0,1,0,0
248,14,34,27,2,0,0,0,1,0,0
487,15,34,27,2,0,0,0,1,0,0
265,16,34,27,2,0,0,0,1,0,0
182,17,34,27,2,0,0,0,1,0,0
135,18,34,27,2,0,0,0,1,0,0
0,19,34,27,2,0,0,0,1,0,0
0,20,34,27,2,0,0,0,1,0,0
0,21,34,27,2,0,0,0,1,0,0
0,22,34,27,2,0,0,0,1,0,0
0,23,34,27,2,0,0,0,1,0,0
0,0,33,26,1,0,0,1,0,0,0
0,1,33,26,1,0,0,1,0,0,0
0,2,33,26,1,0,0,1,0,0,0
0,3,33,26,1,0,0,1,0,0,0
0,4,33,26,1,0,0,1,0,0,0
0,5,33,26,1,0,0,1,0,0,0
47,6,33,26,1,0,0,1,0,0,0
172,7,33,26,1,0,0,1,0,0,0
259,8,33,26,1,0,0,1,0,0,0
337,9,33,26,1,0,0,1,0,0,0
429,10,33,26,1,0,0,1,0,0,0
265,11,33,26,1,0,0,1,0,0,0
245,12,33,26,1,0,0,1,0,0,0
113,13,33,26,1,0,0,1,0,0,0
219,14,33,26,1,0,0,1,0,0,0
108,15,33,26,1,0,0,1,0,0,0
183,16,33,26,1,0,0,1,0,0,0
95,17,33,26,1,0,0,1,0,0,0
11,18,33,26,1,0,0,1,0,0,0
0,19,33,26,1,0,0,1,0,0,0
0,20,33,26,1,0,0,1,0,0,0
0,21,33,26,1,0,0,1,0,0,0
0,22,33,26,1,0,0,1,0,0,0
0,23,33,26,1,0,0,1,0,0,0
0,0,33,27,1,0,1,0,0,0,0
0,1,33,27,1,0,1,0,0,0,0
0,2,33,27,1,0,1,0,0,0,0
0,3,33,27,1,0,1,0,0,0,0
0,4,33,27,1,0,1,0,0,0,0
0,5,33,27,1,0,1,0,0,0,0
0,6,33,27,1,0,1,0,0,0,0
128,7,33,27,1,0,1,0,0,0,0
256,8,33,27,1,0,1,0,0,0,0
345,9,33,27,1,0,1,0,0,0,0
450,10,33,27,1,0,1,0,0,0,0
479,11,33,27,1,0,1,0,0,0,0
943,12,33,27,1,0,1,0,0,0,0
822,13,33,27,1,0,1,0,0,0,0
69,14,33,27,1,0,1,0,0,0,0
274,15,33,27,1,0,1,0,0,0,0
131,16,33,27,1,0,1,0,0,0,0
41,17,33,27,1,0,1,0,0,0,0
27,18,33,27,1,0,1,0,0,0,0
0,19,33,27,1,0,1,0,0,0,0
0,20,33,27,1,0,1,0,0,0,0
0,21,33,27,1,0,1,0,0,0,0
0,22,33,27,1,0,1,0,0,0,0
0,23,33,27,1,0,1,0,0,0,0
0,0,33,26,1,0,1,0,0,0,0
0,1,33,26,1,0,1,0,0,0,0
0,2,33,26,1,0,1,0,0,0,0
0,3,33,26,1,0,1,0,0,0,0
0,4,33,26,1,0,1,0,0,0,0
0,5,33,26,1,0,1,0,0,0,0
12,6,33,26,1,0,1,0,0,0,0
130,7,33,26,1,0,1,0,0,0,0
92,8,33,26,1,0,1,0,0,0,0
193,9,33,26,1,0,1,0,0,0,0
417,10,33,26,1,0,1,0,0,0,0
555,11,33,26,1,0,1,0,0,0,0
511,12,33,26,1,0,1,0,0,0,0
893,13,33,26,1,0,1,0,0,0,0
383,14,33,26,1,0,1,0,0,0,0
37,15,33,26,1,0,1,0,0,0,0
98,16,33,26,1,0,1,0,0,0,0
162,17,33,26,1,0,1,0,0,0,0
17,18,33,26,1,0,1,0,0,0,0
0,19,33,26,1,0,1,0,0,0,0
0,20,33,26,1,0,1,0,0,0,0
0,21,33,26,1,0,1,0,0,0,0
0,22,33,26,1,0,1,0,0,0,0
0,23,33,26,1,0,1,0,0,0,0
0,0,34,25,3,0,1,0,0,0,0
0,1,34,25,3,0,1,0,0,0,0
0,2,34,25,3,0,1,0,0,0,0
0,3,34,25,3,0,1,0,0,0,0
0,4,34,25,3,0,1,0,0,0,0
0,5,34,25,3,0,1,0,0,0,0
22,6,34,25,3,0,1,0,0,0,0
116,7,34,25,3,0,1,0,0,0,0
465,8,34,25,3,0,1,0,0,0,0
667,9,34,25,3,0,1,0,0,0,0
873,10,34,25,3,0,1,0,0,0,0
999999,11,34,25,3,0,1,0,0,0,0
999999,12,34,25,3,0,1,0,0,0,0
966,13,34,25,3,0,1,0,0,0,0
916,14,34,25,3,0,1,0,0,0,0
756,15,34,25,3,0,1,0,0,0,0
446,16,34,25,3,0,1,0,0,0,0
101,17,34,25,3,0,1,0,0,0,0
121,18,34,25,3,0,1,0,0,0,0
0,19,34,25,3,0,1,0,0,0,0
0,20,34,25,3,0,1,0,0,0,0
0,21,34,25,3,0,1,0,0,0,0
0,22,34,25,3,0,1,0,0,0,0
0,23,34,25,3,0,1,0,0,0,0
0,0,34,26,1,0,1,0,0,0,0
0,1,34,26,1,0,1,0,0,0,0
0,2,34,26,1,0,1,0,0,0,0
0,3,34,26,1,0,1,0,0,0,0
0,4,34,26,1,0,1,0,0,0,0
0,5,34,26,1,0,1,0,0,0,0
46,6,34,26,1,0,1,0,0,0,0
242,7,34,26,1,0,1,0,0,0,0
292,8,34,26,1,0,1,0,0,0,0
327,9,34,26,1,0,1,0,0,0,0
724,10,34,26,1,0,1,0,0,0,0
924,11,34,26,1,0,1,0,0,0,0
940,12,34,26,1,0,1,0,0,0,0
367,13,34,26,1,0,1,0,0,0,0
919,14,34,26,1,0,1,0,0,0,0
135,15,34,26,1,0,1,0,0,0,0
226,16,34,26,1,0,1,0,0,0,0
95,17,34,26,1,0,1,0,0,0,0
103,18,34,26,1,0,1,0,0,0,0
0,19,34,26,1,0,1,0,0,0,0
0,20,34,26,1,0,1,0,0,0,0
0,21,34,26,1,0,1,0,0,0,0
0,22,34,26,1,0,1,0,0,0,0
0,23,34,26,1,0,1,0,0,0,0
0,0,35,26,1,1,0,0,0,0,0
0,1,35,26,1,1,0,0,0,0,0
0,2,35,26,1,1,0,0,0,0,0
0,3,35,26,1,1,0,0,0,0,0
0,4,35,26,1,1,0,0,0,0,0
0,5,35,26,1,1,0,0,0,0,0
47,6,35,26,1,1,0,0,0,0,0
232,7,35,26,1,1,0,0,0,0,0
443,8,35,26,1,1,0,0,0,0,0
644,9,35,26,1,1,0,0,0,0,0
999999,10,35,26,1,1,0,0,0,0,0
912,11,35,26,1,1,0,0,0,0,0
1013,12,35,26,1,1,0,0,0,0,0
946,13,35,26,1,1,0,0,0,0,0
860,14,35,26,1,1,0,0,0,0,0
716,15,35,26,1,1,0,0,0,0,0
513,16,35,26,1,1,0,0,0,0,0
294,17,35,26,1,1,0,0,0,0,0
82,18,35,26,1,1,0,0,0,0,0
0,19,35,26,1,1,0,0,0,0,0
0,20,35,26,1,1,0,0,0,0,0
0,21,35,26,1,1,0,0,0,0,0
0,22,35,26,1,1,0,0,0,0,0
0,23,35,26,1,1,0,0,0,0,0
0,0,35,27,2,1,0,0,0,0,0
0,1,35,27,2,1,0,0,0,0,0
0,2,35,27,2,1,0,0,0,0,0
0,3,35,27,2,1,0,0,0,0,0
0,4,35,27,2,1,0,0,0,0,0
0,5,35,27,2,1,0,0,0,0,0
36,6,35,27,2,1,0,0,0,0,0
193,7,35,27,2,1,0,0,0,0,0
409,8,35,27,2,1,0,0,0,0,0
630,9,35,27,2,1,0,0,0,0,0
820,10,35,27,2,1,0,0,0,0,0
970,11,35,27,2,1,0,0,0,0,0
865,12,35,27,2,1,0,0,0,0,0
972,13,35,27,2,1,0,0,0,0,0
243,14,35,27,2,1,0,0,0,0,0
720,15,35,27,2,1,0,0,0,0,0
584,16,35,27,2,1,0,0,0,0,0
223,17,35,27,2,1,0,0,0,0,0
125,18,35,27,2,1,0,0,0,0,0
0,19,35,27,2,1,0,0,0,0,0
0,20,35,27,2,1,0,0,0,0,0
0,21,35,27,2,1,0,0,0,0,0
0,22,35,27,2,1,0,0,0,0,0
0,23,35,27,2,1,0,0,0,0,0
0,0,36,27,2,1,0,0,0,0,0
0,1,36,27,2,1,0,0,0,0,0
0,2,36,27,2,1,0,0,0,0,0
0,3,36,27,2,1,0,0,0,0,0
0,4,36,27,2,1,0,0,0,0,0
0,5,36,27,2,1,0,0,0,0,0
41,6,36,27,2,1,0,0,0,0,0
223,7,36,27,2,1,0,0,0,0,0
441,8,36,27,2,1,0,0,0,0,0
635,9,36,27,2,1,0,0,0,0,0
785,10,36,27,2,1,0,0,0,0,0
618,11,36,27,2,1,0,0,0,0,0
946,12,36,27,2,1,0,0,0,0,0
812,13,36,27,2,1,0,0,0,0,0
835,14,36,27,2,1,0,0,0,0,0
711,15,36,27,2,1,0,0,0,0,0
454,16,36,27,2,1,0,0,0,0,0
291,17,36,27,2,1,0,0,0,0,0
87,18,36,27,2,1,0,0,0,0,0
0,19,36,27,2,1,0,0,0,0,0
0,20,36,27,2,1,0,0,0,0,0
0,21,36,27,2,1,0,0,0,0,0
0,22,36,27,2,1,0,0,0,0,0
0,23,36,27,2,1,0,0,0,0,0
0,0,36,27,2,1,0,0,0,0,0
0,1,36,27,2,1,0,0,0,0,0
0,2,36,27,2,1,0,0,0,0,0
0,3,36,27,2,1,0,0,0,0,0
0,4,36,27,2,1,0,0,0,0,0
0,5,36,27,2,1,0,0,0,0,0
39,6,36,27,2,1,0,0,0,0,0
238,7,36,27,2,1,0,0,0,0,0
409,8,36,27,2,1,0,0,0,0,0
645,9,36,27,2,1,0,0,0,0,0
768,10,36,27,2,1,0,0,0,0,0
878,11,36,27,2,1,0,0,0,0,0
929,12,36,27,2,1,0,0,0,0,0
937,13,36,27,2,1,0,0,0,0,0
797,14,36,27,2,1,0,0,0,0,0
698,15,36,27,2,1,0,0,0,0,0
443,16,36,27,2,1,0,0,0,0,0
163,17,36,27,2,1,0,0,0,0,0
28,18,36,27,2,1,0,0,0,0,0
0,19,36,27,2,1,0,0,0,0,0
0,20,36,27,2,1,0,0,0,0,0
0,21,36,27,2,1,0,0,0,0,0
0,22,36,27,2,1,0,0,0,0,0
0,23,36,27,2,1,0,0,0,0,0
0,0,36,28,1,0,1,0,0,0,0
0,1,36,28,1,0,1,0,0,0,0
0,2,36,28,1,0,1,0,0,0,0
0,3,36,28,1,0,1,0,0,0,0
0,4,36,28,1,0,1,0,0,0,0
0,5,36,28,1,0,1,0,0,0,0
15,6,36,28,1,0,1,0,0,0,0
137,7,36,28,1,0,1,0,0,0,0
315,8,36,28,1,0,1,0,0,0,0
703,9,36,28,1,0,1,0,0,0,0
845,10,36,28,1,0,1,0,0,0,0
863,11,36,28,1,0,1,0,0,0,0
451,12,36,28,1,0,1,0,0,0,0
956,13,36,28,1,0,1,0,0,0,0
825,14,36,28,1,0,1,0,0,0,0
66,15,36,28,1,0,1,0,0,0,0
156,16,36,28,1,0,1,0,0,0,0
0,17,36,28,1,0,1,0,0,0,0
0,18,36,28,1,0,1,0,0,0,0
0,19,36,28,1,0,1,0,0,0,0
0,20,36,28,1,0,1,0,0,0,0
0,21,36,28,1,0,1,0,0,0,0
0,22,36,28,1,0,1,0,0,0,0
0,23,36,28,1,0,1,0,0,0,0
0,0,34,27,1,1,0,0,0,0,0
0,1,34,27,1,1,0,0,0,0,0
0,2,34,27,1,1,0,0,0,0,0
0,3,34,27,1,1,0,0,0,0,0
0,4,34,27,1,1,0,0,0,0,0
0,5,34,27,1,1,0,0,0,0,0
41,6,34,27,1,1,0,0,0,0,0
222,7,34,27,1,1,0,0,0,0,0
448,8,34,27,1,1,0,0,0,0,0
161,9,34,27,1,1,0,0,0,0,0
262,10,34,27,1,1,0,0,0,0,0
601,11,34,27,1,1,0,0,0,0,0
232,12,34,27,1,1,0,0,0,0,0
325,13,34,27,1,1,0,0,0,0,0
917,14,34,27,1,1,0,0,0,0,0
763,15,34,27,1,1,0,0,0,0,0
419,16,34,27,1,1,0,0,0,0,0
296,17,34,27,1,1,0,0,0,0,0
33,18,34,27,1,1,0,0,0,0,0
0,19,34,27,1,1,0,0,0,0,0
0,20,34,27,1,1,0,0,0,0,0
0,21,34,27,1,1,0,0,0,0,0
0,22,34,27,1,1,0,0,0,0,0
0,23,34,27,1,1,0,0,0,0,0
0,0,35,26,1,1,0,0,0,0,0
0,1,35,26,1,1,0,0,0,0,0
0,2,35,26,1,1,0,0,0,0,0
0,3,35,26,1,1,0,0,0,0,0
0,4,35,26,1,1,0,0,0,0,0
0,5,35,26,1,1,0,0,0,0,0
73,6,35,26,1,1,0,0,0,0,0
251,7,35,26,1,1,0,0,0,0,0
377,8,35,26,1,1,0,0,0,0,0
999999,9,35,26,1,1,0,0,0,0,0
876,10,35,26,1,1,0,0,0,0,0
544,11,35,26,1,1,0,0,0,0,0
564,12,35,26,1,1,0,0,0,0,0
1101,13,35,26,1,1,0,0,0,0,0
895,14,35,26,1,1,0,0,0,0,0
293,15,35,26,1,1,0,0,0,0,0
505,16,35,26,1,1,0,0,0,0,0
285,17,35,26,1,1,0,0,0,0,0
92,18,35,26,1,1,0,0,0,0,0
0,19,35,26,1,1,0,0,0,0,0
0,20,35,26,1,1,0,0,0,0,0
0,21,35,26,1,1,0,0,0,0,0
0,22,35,26,1,1,0,0,0,0,0
0,23,35,26,1,1,0,0,0,0,0
0,0,35,26,1,1,0,0,0,0,0
0,1,35,26,1,1,0,0,0,0,0
0,2,35,26,1,1,0,0,0,0,0
0,3,35,26,1,1,0,0,0,0,0
0,4,35,26,1,1,0,0,0,0,0
0,5,35,26,1,1,0,0,0,0,0
40,6,35,26,1,1,0,0,0,0,0
231,7,35,26,1,1,0,0,0,0,0
438,8,35,26,1,1,0,0,0,0,0
649,9,35,26,1,1,0,0,0,0,0
811,10,35,26,1,1,0,0,0,0,0
966,11,35,26,1,1,0,0,0,0,0
1017,12,35,26,1,1,0,0,0,0,0
993,13,35,26,1,1,0,0,0,0,0
597,14,35,26,1,1,0,0,0,0,0
288,15,35,26,1,1,0,0,0,0,0
516,16,35,26,1,1,0,0,0,0,0
149,17,35,26,1,1,0,0,0,0,0
33,18,35,26,1,1,0,0,0,0,0
0,19,35,26,1,1,0,0,0,0,0
0,20,35,26,1,1,0,0,0,0,0
0,21,35,26,1,1,0,0,0,0,0
0,22,35,26,1,1,0,0,0,0,0
0,23,35,26,1,1,0,0,0,0,0
