TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium
649,9,36,27,2,0,1,0,0,0
792,10,36,27,2,0,1,0,0,0
893,11,36,27,2,0,1,0,0,0
795,12,36,27,2,0,1,0,0,0
904,13,36,27,2,0,1,0,0,0
314,14,36,27,2,0,1,0,0,0
322,15,36,27,2,0,1,0,0,0
192,16,36,27,2,0,1,0,0,0
179,17,36,27,2,0,1,0,0,0
57,18,36,27,2,0,1,0,0,0
0,19,36,27,2,0,1,0,0,0
0,20,36,27,2,0,1,0,0,0
0,21,36,27,2,0,1,0,0,0
0,22,36,27,2,0,1,0,0,0
0,23,36,27,2,0,1,0,0,0
0,0,34,27,2,0,1,0,0,0
0,1,34,27,2,0,1,0,0,0
0,2,34,27,2,0,1,0,0,0
0,3,34,27,2,0,1,0,0,0
0,4,34,27,2,0,1,0,0,0
0,5,34,27,2,0,1,0,0,0
32,6,34,27,2,0,1,0,0,0
134,7,34,27,2,0,1,0,0,0
488,8,34,27,2,0,1,0,0,0
710,9,34,27,2,0,1,0,0,0
819,10,34,27,2,0,1,0,0,0
921,11,34,27,2,0,1,0,0,0
731,12,34,27,2,0,1,0,0,0
1080,13,34,27,2,0,1,0,0,0
897,14,34,27,2,0,1,0,0,0
125,15,34,27,2,0,1,0,0,0
18,16,34,27,2,0,1,0,0,0
15,17,34,27,2,0,1,0,0,0
20,18,34,27,2,0,1,0,0,0
0,19,34,27,2,0,1,0,0,0
0,20,34,27,2,0,1,0,0,0
0,21,34,27,2,0,1,0,0,0
0,22,34,27,2,0,1,0,0,0
0,23,34,27,2,0,1,0,0,0
0,0,33,26,3,0,0,0,1,0
0,1,33,26,3,0,0,0,1,0
0,2,33,26,3,0,0,0,1,0
0,3,33,26,3,0,0,0,1,0
0,4,33,26,3,0,0,0,1,0
0,5,33,26,3,0,0,0,1,0
21,6,33,26,3,0,0,0,1,0
97,7,33,26,3,0,0,0,1,0
38,8,33,26,3,0,0,0,1,0
821,9,33,26,3,0,0,0,1,0
504,10,33,26,3,0,0,0,1,0
985,11,33,26,3,0,0,0,1,0
998,12,33,26,3,0,0,0,1,0
295,13,33,26,3,0,0,0,1,0
831,14,33,26,3,0,0,0,1,0
741,15,33,26,3,0,0,0,1,0
537,16,33,26,3,0,0,0,1,0
294,17,33,26,3,0,0,0,1,0
20,18,33,26,3,0,0,0,1,0
0,19,33,26,3,0,0,0,1,0
0,20,33,26,3,0,0,0,1,0
0,21,33,26,3,0,0,0,1,0
0,22,33,26,3,0,0,0,1,0
0,23,33,26,3,0,0,0,1,0
0,0,35,27,2,1,0,0,0,0
0,1,35,27,2,1,0,0,0,0
0,2,35,27,2,1,0,0,0,0
0,3,35,27,2,1,0,0,0,0
0,4,35,27,2,1,0,0,0,0
0,5,35,27,2,1,0,0,0,0
38,6,35,27,2,1,0,0,0,0
202,7,35,27,2,1,0,0,0,0
133,8,35,27,2,1,0,0,0,0
803,9,35,27,2,1,0,0,0,0
241,10,35,27,2,1,0,0,0,0
738,11,35,27,2,1,0,0,0,0
977,12,35,27,2,1,0,0,0,0
961,13,35,27,2,1,0,0,0,0
861,14,35,27,2,1,0,0,0,0
713,15,35,27,2,1,0,0,0,0
509,16,35,27,2,1,0,0,0,0
294,17,35,27,2,1,0,0,0,0
77,18,35,27,2,1,0,0,0,0
0,19,35,27,2,1,0,0,0,0
0,20,35,27,2,1,0,0,0,0
0,21,35,27,2,1,0,0,0,0
0,22,35,27,2,1,0,0,0,0
0,23,35,27,2,1,0,0,0,0
0,0,34,27,3,1,0,0,0,0
0,1,34,27,3,1,0,0,0,0
0,2,34,27,3,1,0,0,0,0
0,3,34,27,3,1,0,0,0,0
0,4,34,27,3,1,0,0,0,0
0,5,34,27,3,1,0,0,0,0
34,6,34,27,3,1,0,0,0,0
243,7,34,27,3,1,0,0,0,0
261,8,34,27,3,1,0,0,0,0
292,9,34,27,3,1,0,0,0,0
593,10,34,27,3,1,0,0,0,0
934,11,34,27,3,1,0,0,0,0
1029,12,34,27,3,1,0,0,0,0
1133,13,34,27,3,1,0,0,0,0
392,14,34,27,3,1,0,0,0,0
166,15,34,27,3,1,0,0,0,0
243,16,34,27,3,1,0,0,0,0
299,17,34,27,3,1,0,0,0,0
83,18,34,27,3,1,0,0,0,0
0,19,34,27,3,1,0,0,0,0
0,20,34,27,3,1,0,0,0,0
0,21,34,27,3,1,0,0,0,0
0,22,34,27,3,1,0,0,0,0
0,23,34,27,3,1,0,0,0,0
0,0,32,27,2,0,1,0,0,0
0,1,32,27,2,0,1,0,0,0
0,2,32,27,2,0,1,0,0,0
0,3,32,27,2,0,1,0,0,0
0,4,32,27,2,0,1,0,0,0
0,5,32,27,2,0,1,0,0,0
18,6,32,27,2,0,1,0,0,0
378,7,32,27,2,0,1,0,0,0
333,8,32,27,2,0,1,0,0,0
319,9,32,27,2,0,1,0,0,0
161,10,32,27,2,0,1,0,0,0
236,11,32,27,2,0,1,0,0,0
1032,12,32,27,2,0,1,0,0,0
698,13,32,27,2,0,1,0,0,0
301,14,32,27,2,0,1,0,0,0
752,15,32,27,2,0,1,0,0,0
195,16,32,27,2,0,1,0,0,0
54,17,32,27,2,0,1,0,0,0
108,18,32,27,2,0,1,0,0,0
0,19,32,27,2,0,1,0,0,0
0,20,32,27,2,0,1,0,0,0
0,21,32,27,2,0,1,0,0,0
0,22,32,27,2,0,1,0,0,0
0,23,32,27,2,0,1,0,0,0
