TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,other,sun
2,19,32,25,4,0,1,0,0,0
0,20,32,25,4,0,1,0,0,0
0,21,32,25,4,0,1,0,0,0
0,22,32,25,4,0,1,0,0,0
0,23,32,25,4,0,1,0,0,0
0,0,35,28,3,0,0,0,0,1
0,1,35,28,3,0,0,0,0,1
0,2,35,28,3,0,0,0,0,1
0,3,35,28,3,0,0,0,0,1
0,4,35,28,3,0,0,0,0,1
13,5,35,28,3,0,0,0,0,1
144,6,35,28,3,0,0,0,0,1
338,7,35,28,3,0,0,0,0,1
533,8,35,28,3,0,0,0,0,1
692,9,35,28,3,0,0,0,0,1
828,10,35,28,3,0,0,0,0,1
926,11,35,28,3,0,0,0,0,1
969,12,35,28,3,0,0,0,0,1
938,13,35,28,3,0,0,0,0,1
853,14,35,28,3,0,0,0,0,1
759,15,35,28,3,0,0,0,0,1
615,16,35,28,3,0,0,0,0,1
412,17,35,28,3,0,0,0,0,1
196,18,35,28,3,0,0,0,0,1
26,19,35,28,3,0,0,0,0,1
0,20,35,28,3,0,0,0,0,1
0,21,35,28,3,0,0,0,0,1
0,22,35,28,3,0,0,0,0,1
0,23,35,28,3,0,0,0,0,1
0,0,37,28,3,0,0,0,0,1
0,1,37,28,3,0,0,0,0,1
0,2,37,28,3,0,0,0,0,1
0,3,37,28,3,0,0,0,0,1
0,4,37,28,3,0,0,0,0,1
10,5,37,28,3,0,0,0,0,1
137,6,37,28,3,0,0,0,0,1
349,7,37,28,3,0,0,0,0,1
544,8,37,28,3,0,0,0,0,1
718,9,37,28,3,0,0,0,0,1
854,10,37,28,3,0,0,0,0,1
940,11,37,28,3,0,0,0,0,1
879,12,37,28,3,0,0,0,0,1
933,13,37,28,3,0,0,0,0,1
406,14,37,28,3,0,0,0,0,1
801,15,37,28,3,0,0,0,0,1
269,16,37,28,3,0,0,0,0,1
57,17,37,28,3,0,0,0,0,1
37,18,37,28,3,0,0,0,0,1
4,19,37,28,3,0,0,0,0,1
0,20,37,28,3,0,0,0,0,1
0,21,37,28,3,0,0,0,0,1
0,22,37,28,3,0,0,0,0,1
0,23,37,28,3,0,0,0,0,1
0,0,38,27,2,0,0,0,0,1
0,1,38,27,2,0,0,0,0,1
0,2,38,27,2,0,0,0,0,1
0,3,38,27,2,0,0,0,0,1
0,4,38,27,2,0,0,0,0,1
8,5,38,27,2,0,0,0,0,1
129,6,38,27,2,0,0,0,0,1
328,7,38,27,2,0,0,0,0,1
524,8,38,27,2,0,0,0,0,1
680,9,38,27,2,0,0,0,0,1
819,10,38,27,2,0,0,0,0,1
924,11,38,27,2,0,0,0,0,1
963,12,38,27,2,0,0,0,0,1
939,13,38,27,2,0,0,0,0,1
847,14,38,27,2,0,0,0,0,1
744,15,38,27,2,0,0,0,0,1
584,16,38,27,2,0,0,0,0,1
387,17,38,27,2,0,0,0,0,1
164,18,38,27,2,0,0,0,0,1
15,19,38,27,2,0,0,0,0,1
0,20,38,27,2,0,0,0,0,1
0,21,38,27,2,0,0,0,0,1
0,22,38,27,2,0,0,0,0,1
0,23,38,27,2,0,0,0,0,1
0,0,39,29,2,0,0,0,0,1
0,1,39,29,2,0,0,0,0,1
0,2,39,29,2,0,0,0,0,1
0,3,39,29,2,0,0,0,0,1
0,4,39,29,2,0,0,0,0,1
6,5,39,29,2,0,0,0,0,1
116,6,39,29,2,0,0,0,0,1
314,7,39,29,2,0,0,0,0,1
517,8,39,29,2,0,0,0,0,1
681,9,39,29,2,0,0,0,0,1
820,10,39,29,2,0,0,0,0,1
909,11,39,29,2,0,0,0,0,1
954,12,39,29,2,0,0,0,0,1
919,13,39,29,2,0,0,0,0,1
846,14,39,29,2,0,0,0,0,1
745,15,39,29,2,0,0,0,0,1
560,16,39,29,2,0,0,0,0,1
356,17,39,29,2,0,0,0,0,1
153,18,39,29,2,0,0,0,0,1
12,19,39,29,2,0,0,0,0,1
0,20,39,29,2,0,0,0,0,1
0,21,39,29,2,0,0,0,0,1
0,22,39,29,2,0,0,0,0,1
0,23,39,29,2,0,0,0,0,1
0,0,41,31,2,1,0,0,0,0
0,1,41,31,2,1,0,0,0,0
0,2,41,31,2,1,0,0,0,0
0,3,41,31,2,1,0,0,0,0
0,4,41,31,2,1,0,0,0,0
6,5,41,31,2,1,0,0,0,0
73,6,41,31,2,1,0,0,0,0
419,7,41,31,2,1,0,0,0,0
125,8,41,31,2,1,0,0,0,0
684,9,41,31,2,1,0,0,0,0
822,10,41,31,2,1,0,0,0,0
894,11,41,31,2,1,0,0,0,0
930,12,41,31,2,1,0,0,0,0
896,13,41,31,2,1,0,0,0,0
816,14,41,31,2,1,0,0,0,0
715,15,41,31,2,1,0,0,0,0
558,16,41,31,2,1,0,0,0,0
354,17,41,31,2,1,0,0,0,0
152,18,41,31,2,1,0,0,0,0
4,19,41,31,2,1,0,0,0,0
0,20,41,31,2,1,0,0,0,0
0,21,41,31,2,1,0,0,0,0
0,22,41,31,2,1,0,0,0,0
0,23,41,31,2,1,0,0,0,0
0,0,39,30,2,1,0,0,0,0
0,1,39,30,2,1,0,0,0,0
0,2,39,30,2,1,0,0,0,0
0,3,39,30,2,1,0,0,0,0
0,4,39,30,2,1,0,0,0,0
5,5,39,30,2,1,0,0,0,0
38,6,39,30,2,1,0,0,0,0
55,7,39,30,2,1,0,0,0,0
224,8,39,30,2,1,0,0,0,0
112,9,39,30,2,1,0,0,0,0
384,10,39,30,2,1,0,0,0,0
319,11,39,30,2,1,0,0,0,0
1081,12,39,30,2,1,0,0,0,0
530,13,39,30,2,1,0,0,0,0
456,14,39,30,2,1,0,0,0,0
999999,15,39,30,2,1,0,0,0,0
999999,16,39,30,2,1,0,0,0,0
999999,17,39,30,2,1,0,0,0,0
159,18,39,30,2,1,0,0,0,0
16,19,39,30,2,1,0,0,0,0
0,20,39,30,2,1,0,0,0,0
0,21,39,30,2,1,0,0,0,0
0,22,39,30,2,1,0,0,0,0
0,23,39,30,2,1,0,0,0,0
