TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,medium,sun
0,2,28,9,2,0,0,0,0,1
0,3,28,9,2,0,0,0,0,1
0,4,28,9,2,0,0,0,0,1
0,5,28,9,2,0,0,0,0,1
121,6,28,9,2,0,0,0,0,1
321,7,28,9,2,0,0,0,0,1
533,8,28,9,2,0,0,0,0,1
731,9,28,9,2,0,0,0,0,1
888,10,28,9,2,0,0,0,0,1
995,11,28,9,2,0,0,0,0,1
1030,12,28,9,2,0,0,0,0,1
1006,13,28,9,2,0,0,0,0,1
918,14,28,9,2,0,0,0,0,1
772,15,28,9,2,0,0,0,0,1
602,16,28,9,2,0,0,0,0,1
380,17,28,9,2,0,0,0,0,1
163,18,28,9,2,0,0,0,0,1
6,19,28,9,2,0,0,0,0,1
0,20,28,9,2,0,0,0,0,1
0,21,28,9,2,0,0,0,0,1
0,22,28,9,2,0,0,0,0,1
0,23,28,9,2,0,0,0,0,1
0,0,29,14,6,0,0,0,0,1
0,1,29,14,6,0,0,0,0,1
0,2,29,14,6,0,0,0,0,1
0,3,29,14,6,0,0,0,0,1
0,4,29,14,6,0,0,0,0,1
0,5,29,14,6,0,0,0,0,1
119,6,29,14,6,0,0,0,0,1
323,7,29,14,6,0,0,0,0,1
536,8,29,14,6,0,0,0,0,1
724,9,29,14,6,0,0,0,0,1
872,10,29,14,6,0,0,0,0,1
973,11,29,14,6,0,0,0,0,1
1011,12,29,14,6,0,0,0,0,1
985,13,29,14,6,0,0,0,0,1
894,14,29,14,6,0,0,0,0,1
761,15,29,14,6,0,0,0,0,1
574,16,29,14,6,0,0,0,0,1
355,17,29,14,6,0,0,0,0,1
157,18,29,14,6,0,0,0,0,1
2,19,29,14,6,0,0,0,0,1
0,20,29,14,6,0,0,0,0,1
0,21,29,14,6,0,0,0,0,1
0,22,29,14,6,0,0,0,0,1
0,23,29,14,6,0,0,0,0,1
0,0,26,16,5,1,0,0,0,0
0,1,26,16,5,1,0,0,0,0
0,2,26,16,5,1,0,0,0,0
0,3,26,16,5,1,0,0,0,0
0,4,26,16,5,1,0,0,0,0
0,5,26,16,5,1,0,0,0,0
51,6,26,16,5,1,0,0,0,0
129,7,26,16,5,1,0,0,0,0
433,8,26,16,5,1,0,0,0,0
755,9,26,16,5,1,0,0,0,0
857,10,26,16,5,1,0,0,0,0
982,11,26,16,5,1,0,0,0,0
638,12,26,16,5,1,0,0,0,0
1093,13,26,16,5,1,0,0,0,0
875,14,26,16,5,1,0,0,0,0
741,15,26,16,5,1,0,0,0,0
547,16,26,16,5,1,0,0,0,0
339,17,26,16,5,1,0,0,0,0
117,18,26,16,5,1,0,0,0,0
5,19,26,16,5,1,0,0,0,0
0,20,26,16,5,1,0,0,0,0
0,21,26,16,5,1,0,0,0,0
0,22,26,16,5,1,0,0,0,0
0,23,26,16,5,1,0,0,0,0
0,0,21,10,0,0,1,0,0,0
0,1,21,10,0,0,1,0,0,0
0,2,21,10,0,0,1,0,0,0
0,3,21,10,0,0,1,0,0,0
0,4,21,10,0,0,1,0,0,0
0,5,21,10,0,0,1,0,0,0
53,6,21,10,0,0,1,0,0,0
234,7,21,10,0,0,1,0,0,0
358,8,21,10,0,0,1,0,0,0
162,9,21,10,0,0,1,0,0,0
376,10,21,10,0,0,1,0,0,0
344,11,21,10,0,0,1,0,0,0
281,12,21,10,0,0,1,0,0,0
193,13,21,10,0,0,1,0,0,0
84,14,21,10,0,0,1,0,0,0
11,15,21,10,0,0,1,0,0,0
39,16,21,10,0,0,1,0,0,0
17,17,21,10,0,0,1,0,0,0
25,18,21,10,0,0,1,0,0,0
24,19,21,10,0,0,1,0,0,0
0,20,21,10,0,0,1,0,0,0
0,21,21,10,0,0,1,0,0,0
0,22,21,10,0,0,1,0,0,0
0,23,21,10,0,0,1,0,0,0
0,0,25,11,4,1,0,0,0,0
0,1,25,11,4,1,0,0,0,0
0,2,25,11,4,1,0,0,0,0
0,3,25,11,4,1,0,0,0,0
0,4,25,11,4,1,0,0,0,0
0,5,25,11,4,1,0,0,0,0
35,6,25,11,4,1,0,0,0,0
145,7,25,11,4,1,0,0,0,0
508,8,25,11,4,1,0,0,0,0
727,9,25,11,4,1,0,0,0,0
871,10,25,11,4,1,0,0,0,0
995,11,25,11,4,1,0,0,0,0
1005,12,25,11,4,1,0,0,0,0
992,13,25,11,4,1,0,0,0,0
896,14,25,11,4,1,0,0,0,0
746,15,25,11,4,1,0,0,0,0
571,16,25,11,4,1,0,0,0,0
338,17,25,11,4,1,0,0,0,0
142,18,25,11,4,1,0,0,0,0
3,19,25,11,4,1,0,0,0,0
0,20,25,11,4,1,0,0,0,0
0,21,25,11,4,1,0,0,0,0
0,22,25,11,4,1,0,0,0,0
0,23,25,11,4,1,0,0,0,0
0,0,25,11,4,0,1,0,0,0
0,1,25,11,4,0,1,0,0,0
0,2,25,11,4,0,1,0,0,0
0,3,25,11,4,0,1,0,0,0
0,4,25,11,4,0,1,0,0,0
0,5,25,11,4,0,1,0,0,0
43,6,25,11,4,0,1,0,0,0
282,7,25,11,4,0,1,0,0,0
271,8,25,11,4,0,1,0,0,0
644,9,25,11,4,0,1,0,0,0
873,10,25,11,4,0,1,0,0,0
961,11,25,11,4,0,1,0,0,0
991,12,25,11,4,0,1,0,0,0
990,13,25,11,4,0,1,0,0,0
969,14,25,11,4,0,1,0,0,0
65,15,25,11,4,0,1,0,0,0
93,16,25,11,4,0,1,0,0,0
363,17,25,11,4,0,1,0,0,0
146,18,25,11,4,0,1,0,0,0
5,19,25,11,4,0,1,0,0,0
0,20,25,11,4,0,1,0,0,0
0,21,25,11,4,0,1,0,0,0
0,22,25,11,4,0,1,0,0,0
0,23,25,11,4,0,1,0,0,0
0,0,25,10,4,0,1,0,0,0
0,1,25,10,4,0,1,0,0,0
0,2,25,10,4,0,1,0,0,0
0,3,25,10,4,0,1,0,0,0
0,4,25,10,4,0,1,0,0,0
0,5,25,10,4,0,1,0,0,0
103,6,25,10,4,0,1,0,0,0
297,7,25,10,4,0,1,0,0,0
503,8,25,10,4,0,1,0,0,0
645,9,25,10,4,0,1,0,0,0
862,10,25,10,4,0,1,0,0,0
973,11,25,10,4,0,1,0,0,0
1006,12,25,10,4,0,1,0,0,0
979,13,25,10,4,0,1,0,0,0
929,14,25,10,4,0,1,0,0,0
897,15,25,10,4,0,1,0,0,0
137,16,25,10,4,0,1,0,0,0
63,17,25,10,4,0,1,0,0,0
153,18,25,10,4,0,1,0,0,0
4,19,25,10,4,0,1,0,0,0
0,20,25,10,4,0,1,0,0,0
0,21,25,10,4,0,1,0,0,0
0,22,25,10,4,0,1,0,0,0
0,23,25,10,4,0,1,0,0,0
