TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,medium,sun
66,14,31,21,0,0,0,1,0,0
6,15,31,21,0,0,0,1,0,0
4,16,31,21,0,0,0,1,0,0
41,17,31,21,0,0,0,1,0,0
125,18,31,21,0,0,0,1,0,0
30,19,31,21,0,0,0,1,0,0
0,20,31,21,0,0,0,1,0,0
0,21,31,21,0,0,0,1,0,0
0,22,31,21,0,0,0,1,0,0
0,23,31,21,0,0,0,1,0,0
0,0,29,20,1,0,1,0,0,0
0,1,29,20,1,0,1,0,0,0
0,2,29,20,1,0,1,0,0,0
0,3,29,20,1,0,1,0,0,0
0,4,29,20,1,0,1,0,0,0
36,5,29,20,1,0,1,0,0,0
142,6,29,20,1,0,1,0,0,0
297,7,29,20,1,0,1,0,0,0
688,8,29,20,1,0,1,0,0,0
885,9,29,20,1,0,1,0,0,0
1030,10,29,20,1,0,1,0,0,0
1148,11,29,20,1,0,1,0,0,0
1179,12,29,20,1,0,1,0,0,0
1219,13,29,20,1,0,1,0,0,0
1052,14,29,20,1,0,1,0,0,0
901,15,29,20,1,0,1,0,0,0
731,16,29,20,1,0,1,0,0,0
462,17,29,20,1,0,1,0,0,0
237,18,29,20,1,0,1,0,0,0
45,19,29,20,1,0,1,0,0,0
0,20,29,20,1,0,1,0,0,0
0,21,29,20,1,0,1,0,0,0
0,22,29,20,1,0,1,0,0,0
0,23,29,20,1,0,1,0,0,0
0,0,33,22,2,0,0,0,0,1
0,1,33,22,2,0,0,0,0,1
0,2,33,22,2,0,0,0,0,1
0,3,33,22,2,0,0,0,0,1
0,4,33,22,2,0,0,0,0,1
64,5,33,22,2,0,0,0,0,1
262,6,33,22,2,0,0,0,0,1
487,7,33,22,2,0,0,0,0,1
686,8,33,22,2,0,0,0,0,1
889,9,33,22,2,0,0,0,0,1
583,10,33,22,2,0,0,0,0,1
1111,11,33,22,2,0,0,0,0,1
1076,12,33,22,2,0,0,0,0,1
1089,13,33,22,2,0,0,0,0,1
1100,14,33,22,2,0,0,0,0,1
172,15,33,22,2,0,0,0,0,1
136,16,33,22,2,0,0,0,0,1
515,17,33,22,2,0,0,0,0,1
179,18,33,22,2,0,0,0,0,1
43,19,33,22,2,0,0,0,0,1
0,20,33,22,2,0,0,0,0,1
0,21,33,22,2,0,0,0,0,1
0,22,33,22,2,0,0,0,0,1
0,23,33,22,2,0,0,0,0,1
0,0,31,22,2,0,1,0,0,0
0,1,31,22,2,0,1,0,0,0
0,2,31,22,2,0,1,0,0,0
0,3,31,22,2,0,1,0,0,0
0,4,31,22,2,0,1,0,0,0
28,5,31,22,2,0,1,0,0,0
67,6,31,22,2,0,1,0,0,0
152,7,31,22,2,0,1,0,0,0
600,8,31,22,2,0,1,0,0,0
787,9,31,22,2,0,1,0,0,0
185,10,31,22,2,0,1,0,0,0
477,11,31,22,2,0,1,0,0,0
1194,12,31,22,2,0,1,0,0,0
935,13,31,22,2,0,1,0,0,0
1070,14,31,22,2,0,1,0,0,0
880,15,31,22,2,0,1,0,0,0
782,16,31,22,2,0,1,0,0,0
440,17,31,22,2,0,1,0,0,0
162,18,31,22,2,0,1,0,0,0
12,19,31,22,2,0,1,0,0,0
0,20,31,22,2,0,1,0,0,0
0,21,31,22,2,0,1,0,0,0
0,22,31,22,2,0,1,0,0,0
0,23,31,22,2,0,1,0,0,0
0,0,28,21,2,0,1,0,0,0
0,1,28,21,2,0,1,0,0,0
0,2,28,21,2,0,1,0,0,0
0,3,28,21,2,0,1,0,0,0
0,4,28,21,2,0,1,0,0,0
11,5,28,21,2,0,1,0,0,0
53,6,28,21,2,0,1,0,0,0
999999,7,28,21,2,0,1,0,0,0
362,8,28,21,2,0,1,0,0,0
786,9,28,21,2,0,1,0,0,0
307,10,28,21,2,0,1,0,0,0
208,11,28,21,2,0,1,0,0,0
128,12,28,21,2,0,1,0,0,0
574,13,28,21,2,0,1,0,0,0
210,14,28,21,2,0,1,0,0,0
131,15,28,21,2,0,1,0,0,0
700,16,28,21,2,0,1,0,0,0
229,17,28,21,2,0,1,0,0,0
32,18,28,21,2,0,1,0,0,0
0,19,28,21,2,0,1,0,0,0
0,20,28,21,2,0,1,0,0,0
0,21,28,21,2,0,1,0,0,0
0,22,28,21,2,0,1,0,0,0
0,23,28,21,2,0,1,0,0,0
0,0,32,20,2,0,1,0,0,0
0,1,32,20,2,0,1,0,0,0
0,2,32,20,2,0,1,0,0,0
0,3,32,20,2,0,1,0,0,0
0,4,32,20,2,0,1,0,0,0
54,5,32,20,2,0,1,0,0,0
269,6,32,20,2,0,1,0,0,0
481,7,32,20,2,0,1,0,0,0
695,8,32,20,2,0,1,0,0,0
881,9,32,20,2,0,1,0,0,0
1039,10,32,20,2,0,1,0,0,0
1129,11,32,20,2,0,1,0,0,0
1220,12,32,20,2,0,1,0,0,0
1145,13,32,20,2,0,1,0,0,0
1066,14,32,20,2,0,1,0,0,0
1066,15,32,20,2,0,1,0,0,0
692,16,32,20,2,0,1,0,0,0
458,17,32,20,2,0,1,0,0,0
229,18,32,20,2,0,1,0,0,0
47,19,32,20,2,0,1,0,0,0
0,20,32,20,2,0,1,0,0,0
0,21,32,20,2,0,1,0,0,0
0,22,32,20,2,0,1,0,0,0
0,23,32,20,2,0,1,0,0,0
0,0,33,21,1,0,0,0,0,1
0,1,33,21,1,0,0,0,0,1
0,2,33,21,1,0,0,0,0,1
0,3,33,21,1,0,0,0,0,1
0,4,33,21,1,0,0,0,0,1
57,5,33,21,1,0,0,0,0,1
249,6,33,21,1,0,0,0,0,1
465,7,33,21,1,0,0,0,0,1
681,8,33,21,1,0,0,0,0,1
893,9,33,21,1,0,0,0,0,1
1041,10,33,21,1,0,0,0,0,1
1131,11,33,21,1,0,0,0,0,1
1057,12,33,21,1,0,0,0,0,1
1018,13,33,21,1,0,0,0,0,1
701,14,33,21,1,0,0,0,0,1
418,15,33,21,1,0,0,0,0,1
511,16,33,21,1,0,0,0,0,1
444,17,33,21,1,0,0,0,0,1
203,18,33,21,1,0,0,0,0,1
29,19,33,21,1,0,0,0,0,1
0,20,33,21,1,0,0,0,0,1
0,21,33,21,1,0,0,0,0,1
0,22,33,21,1,0,0,0,0,1
0,23,33,21,1,0,0,0,0,1
0,0,25,20,1,0,0,0,1,0
0,1,25,20,1,0,0,0,1,0
0,2,25,20,1,0,0,0,1,0
0,3,25,20,1,0,0,0,1,0
0,4,25,20,1,0,0,0,1,0
7,5,25,20,1,0,0,0,1,0
32,6,25,20,1,0,0,0,1,0
66,7,25,20,1,0,0,0,1,0
174,8,25,20,1,0,0,0,1,0
211,9,25,20,1,0,0,0,1,0
186,10,25,20,1,0,0,0,1,0
381,11,25,20,1,0,0,0,1,0
185,12,25,20,1,0,0,0,1,0
130,13,25,20,1,0,0,0,1,0
142,14,25,20,1,0,0,0,1,0
89,15,25,20,1,0,0,0,1,0
155,16,25,20,1,0,0,0,1,0
141,17,25,20,1,0,0,0,1,0
54,18,25,20,1,0,0,0,1,0
29,19,25,20,1,0,0,0,1,0
0,20,25,20,1,0,0,0,1,0
0,21,25,20,1,0,0,0,1,0
0,22,25,20,1,0,0,0,1,0
0,23,25,20,1,0,0,0,1,0
0,0,29,19,3,0,1,0,0,0
0,1,29,19,3,0,1,0,0,0
0,2,29,19,3,0,1,0,0,0
0,3,29,19,3,0,1,0,0,0
0,4,29,19,3,0,1,0,0,0
64,5,29,19,3,0,1,0,0,0
230,6,29,19,3,0,1,0,0,0
456,7,29,19,3,0,1,0,0,0
675,8,29,19,3,0,1,0,0,0
896,9,29,19,3,0,1,0,0,0
430,10,29,19,3,0,1,0,0,0
896,11,29,19,3,0,1,0,0,0
741,12,29,19,3,0,1,0,0,0
1294,13,29,19,3,0,1,0,0,0
222,14,29,19,3,0,1,0,0,0
1161,15,29,19,3,0,1,0,0,0
597,16,29,19,3,0,1,0,0,0
141,17,29,19,3,0,1,0,0,0
39,18,29,19,3,0,1,0,0,0
29,19,29,19,3,0,1,0,0,0
0,20,29,19,3,0,1,0,0,0
0,21,29,19,3,0,1,0,0,0
0,22,29,19,3,0,1,0,0,0
0,23,29,19,3,0,1,0,0,0
0,0,25,19,2,0,0,1,0,0
0,1,25,19,2,0,0,1,0,0
0,2,25,19,2,0,0,1,0,0
0,3,25,19,2,0,0,1,0,0
0,4,25,19,2,0,0,1,0,0
8,5,25,19,2,0,0,1,0,0
67,6,25,19,2,0,0,1,0,0
500,7,25,19,2,0,0,1,0,0
627,8,25,19,2,0,0,1,0,0
1091,9,25,19,2,0,0,1,0,0
340,10,25,19,2,0,0,1,0,0
342,11,25,19,2,0,0,1,0,0
1208,12,25,19,2,0,0,1,0,0
539,13,25,19,2,0,0,1,0,0
354,14,25,19,2,0,0,1,0,0
309,15,25,19,2,0,0,1,0,0
241,16,25,19,2,0,0,1,0,0
195,17,25,19,2,0,0,1,0,0
146,18,25,19,2,0,0,1,0,0
29,19,25,19,2,0,0,1,0,0
0,20,25,19,2,0,0,1,0,0
0,21,25,19,2,0,0,1,0,0
0,22,25,19,2,0,0,1,0,0
0,23,25,19,2,0,0,1,0,0
0,0,27,20,1,0,1,0,0,0
0,1,27,20,1,0,1,0,0,0
0,2,27,20,1,0,1,0,0,0
0,3,27,20,1,0,1,0,0,0
0,4,27,20,1,0,1,0,0,0
20,5,27,20,1,0,1,0,0,0
284,6,27,20,1,0,1,0,0,0
577,7,27,20,1,0,1,0,0,0
432,8,27,20,1,0,1,0,0,0
902,9,27,20,1,0,1,0,0,0
1100,10,27,20,1,0,1,0,0,0
1224,11,27,20,1,0,1,0,0,0
1232,12,27,20,1,0,1,0,0,0
198,13,27,20,1,0,1,0,0,0
1028,14,27,20,1,0,1,0,0,0
531,15,27,20,1,0,1,0,0,0
658,16,27,20,1,0,1,0,0,0
455,17,27,20,1,0,1,0,0,0
213,18,27,20,1,0,1,0,0,0
52,19,27,20,1,0,1,0,0,0
0,20,27,20,1,0,1,0,0,0
0,21,27,20,1,0,1,0,0,0
0,22,27,20,1,0,1,0,0,0
0,23,27,20,1,0,1,0,0,0
0,0,26,22,2,0,1,0,0,0
0,1,26,22,2,0,1,0,0,0
0,2,26,22,2,0,1,0,0,0
0,3,26,22,2,0,1,0,0,0
0,4,26,22,2,0,1,0,0,0
4,5,26,22,2,0,1,0,0,0
18,6,26,22,2,0,1,0,0,0
55,7,26,22,2,0,1,0,0,0
140,8,26,22,2,0,1,0,0,0
373,9,26,22,2,0,1,0,0,0
860,10,26,22,2,0,1,0,0,0
798,11,26,22,2,0,1,0,0,0
1273,12,26,22,2,0,1,0,0,0
1152,13,26,22,2,0,1,0,0,0
643,14,26,22,2,0,1,0,0,0
328,15,26,22,2,0,1,0,0,0
108,16,26,22,2,0,1,0,0,0
0,17,26,22,2,0,1,0,0,0
48,18,26,22,2,0,1,0,0,0
6,19,26,22,2,0,1,0,0,0
0,20,26,22,2,0,1,0,0,0
0,21,26,22,2,0,1,0,0,0
0,22,26,22,2,0,1,0,0,0
0,23,26,22,2,0,1,0,0,0
0,0,32,21,3,0,1,0,0,0
0,1,32,21,3,0,1,0,0,0
0,2,32,21,3,0,1,0,0,0
0,3,32,21,3,0,1,0,0,0
0,4,32,21,3,0,1,0,0,0
3,5,32,21,3,0,1,0,0,0
83,6,32,21,3,0,1,0,0,0
220,7,32,21,3,0,1,0,0,0
418,8,32,21,3,0,1,0,0,0
961,9,32,21,3,0,1,0,0,0
1006,10,32,21,3,0,1,0,0,0
1096,11,32,21,3,0,1,0,0,0
1151,12,32,21,3,0,1,0,0,0
1116,13,32,21,3,0,1,0,0,0
29,14,32,21,3,0,1,0,0,0
469,15,32,21,3,0,1,0,0,0
728,16,32,21,3,0,1,0,0,0
426,17,32,21,3,0,1,0,0,0
254,18,32,21,3,0,1,0,0,0
17,19,32,21,3,0,1,0,0,0
0,20,32,21,3,0,1,0,0,0
0,21,32,21,3,0,1,0,0,0
0,22,32,21,3,0,1,0,0,0
0,23,32,21,3,0,1,0,0,0
0,0,30,21,1,1,0,0,0,0
0,1,30,21,1,1,0,0,0,0
0,2,30,21,1,1,0,0,0,0
0,3,30,21,1,1,0,0,0,0
0,4,30,21,1,1,0,0,0,0
34,5,30,21,1,1,0,0,0,0
164,6,30,21,1,1,0,0,0,0
259,7,30,21,1,1,0,0,0,0
426,8,30,21,1,1,0,0,0,0
684,9,30,21,1,1,0,0,0,0
992,10,30,21,1,1,0,0,0,0
929,11,30,21,1,1,0,0,0,0
1379,12,30,21,1,1,0,0,0,0
517,13,30,21,1,1,0,0,0,0
338,14,30,21,1,1,0,0,0,0
375,15,30,21,1,1,0,0,0,0
127,16,30,21,1,1,0,0,0,0
192,17,30,21,1,1,0,0,0,0
107,18,30,21,1,1,0,0,0,0
44,19,30,21,1,1,0,0,0,0
0,20,30,21,1,1,0,0,0,0
0,21,30,21,1,1,0,0,0,0
0,22,30,21,1,1,0,0,0,0
0,23,30,21,1,1,0,0,0,0
0,0,30,19,1,0,1,0,0,0
0,1,30,19,1,0,1,0,0,0
0,2,30,19,1,0,1,0,0,0
0,3,30,19,1,0,1,0,0,0
0,4,30,19,1,0,1,0,0,0
14,5,30,19,1,0,1,0,0,0
19,6,30,19,1,0,1,0,0,0
186,7,30,19,1,0,1,0,0,0
683,8,30,19,1,0,1,0,0,0
874,9,30,19,1,0,1,0,0,0
999,10,30,19,1,0,1,0,0,0
1085,11,30,19,1,0,1,0,0,0
926,12,30,19,1,0,1,0,0,0
675,13,30,19,1,0,1,0,0,0
722,14,30,19,1,0,1,0,0,0
234,15,30,19,1,0,1,0,0,0
765,16,30,19,1,0,1,0,0,0
455,17,30,19,1,0,1,0,0,0
37,18,30,19,1,0,1,0,0,0
0,19,30,19,1,0,1,0,0,0
0,20,30,19,1,0,1,0,0,0
0,21,30,19,1,0,1,0,0,0
0,22,30,19,1,0,1,0,0,0
0,23,30,19,1,0,1,0,0,0
0,0,29,18,3,1,0,0,0,0
0,1,29,18,3,1,0,0,0,0
0,2,29,18,3,1,0,0,0,0
0,3,29,18,3,1,0,0,0,0
0,4,29,18,3,1,0,0,0,0
33,5,29,18,3,1,0,0,0,0
214,6,29,18,3,1,0,0,0,0
427,7,29,18,3,1,0,0,0,0
646,8,29,18,3,1,0,0,0,0
858,9,29,18,3,1,0,0,0,0
1022,10,29,18,3,1,0,0,0,0
1171,11,29,18,3,1,0,0,0,0
1194,12,29,18,3,1,0,0,0,0
428,13,29,18,3,1,0,0,0,0
1096,14,29,18,3,1,0,0,0,0
323,15,29,18,3,1,0,0,0,0
387,16,29,18,3,1,0,0,0,0
377,17,29,18,3,1,0,0,0,0
126,18,29,18,3,1,0,0,0,0
19,19,29,18,3,1,0,0,0,0
0,20,29,18,3,1,0,0,0,0
0,21,29,18,3,1,0,0,0,0
0,22,29,18,3,1,0,0,0,0
0,23,29,18,3,1,0,0,0,0
