TRI,hour,maxT,minT,windSpeed,cloudy,dark,light,medium,sun
4,5,34,20,3,1,0,0,0,0
87,6,34,20,3,1,0,0,0,0
251,7,34,20,3,1,0,0,0,0
441,8,34,20,3,1,0,0,0,0
583,9,34,20,3,1,0,0,0,0
757,10,34,20,3,1,0,0,0,0
876,11,34,20,3,1,0,0,0,0
941,12,34,20,3,1,0,0,0,0
739,13,34,20,3,1,0,0,0,0
828,14,34,20,3,1,0,0,0,0
679,15,34,20,3,1,0,0,0,0
535,16,34,20,3,1,0,0,0,0
215,17,34,20,3,1,0,0,0,0
128,18,34,20,3,1,0,0,0,0
7,19,34,20,3,1,0,0,0,0
0,20,34,20,3,1,0,0,0,0
0,21,34,20,3,1,0,0,0,0
0,22,34,20,3,1,0,0,0,0
0,23,34,20,3,1,0,0,0,0
0,0,32,22,2,0,1,0,0,0
0,1,32,22,2,0,1,0,0,0
0,2,32,22,2,0,1,0,0,0
0,3,32,22,2,0,1,0,0,0
0,4,32,22,2,0,1,0,0,0
6,5,32,22,2,0,1,0,0,0
75,6,32,22,2,0,1,0,0,0
119,7,32,22,2,0,1,0,0,0
321,8,32,22,2,0,1,0,0,0
546,9,32,22,2,0,1,0,0,0
509,10,32,22,2,0,1,0,0,0
383,11,32,22,2,0,1,0,0,0
894,12,32,22,2,0,1,0,0,0
670,13,32,22,2,0,1,0,0,0
748,14,32,22,2,0,1,0,0,0
623,15,32,22,2,0,1,0,0,0
226,16,32,22,2,0,1,0,0,0
266,17,32,22,2,0,1,0,0,0
47,18,32,22,2,0,1,0,0,0
19,19,32,22,2,0,1,0,0,0
0,20,32,22,2,0,1,0,0,0
0,21,32,22,2,0,1,0,0,0
0,22,32,22,2,0,1,0,0,0
0,23,32,22,2,0,1,0,0,0
0,0,29,19,1,0,0,1,0,0
0,1,29,19,1,0,0,1,0,0
0,2,29,19,1,0,0,1,0,0
0,3,29,19,1,0,0,1,0,0
0,4,29,19,1,0,0,1,0,0
0,5,29,19,1,0,0,1,0,0
37,6,29,19,1,0,0,1,0,0
20,7,29,19,1,0,0,1,0,0
49,8,29,19,1,0,0,1,0,0
104,9,29,19,1,0,0,1,0,0
172,10,29,19,1,0,0,1,0,0
258,11,29,19,1,0,0,1,0,0
131,12,29,19,1,0,0,1,0,0
483,13,29,19,1,0,0,1,0,0
850,14,29,19,1,0,0,1,0,0
714,15,29,19,1,0,0,1,0,0
478,16,29,19,1,0,0,1,0,0
351,17,29,19,1,0,0,1,0,0
50,18,29,19,1,0,0,1,0,0
17,19,29,19,1,0,0,1,0,0
0,20,29,19,1,0,0,1,0,0
0,21,29,19,1,0,0,1,0,0
0,22,29,19,1,0,0,1,0,0
0,23,29,19,1,0,0,1,0,0
0,0,35,21,2,0,1,0,0,0
0,1,35,21,2,0,1,0,0,0
0,2,35,21,2,0,1,0,0,0
0,3,35,21,2,0,1,0,0,0
0,4,35,21,2,0,1,0,0,0
5,5,35,21,2,0,1,0,0,0
102,6,35,21,2,0,1,0,0,0
256,7,35,21,2,0,1,0,0,0
475,8,35,21,2,0,1,0,0,0
668,9,35,21,2,0,1,0,0,0
836,10,35,21,2,0,1,0,0,0
930,11,35,21,2,0,1,0,0,0
1002,12,35,21,2,0,1,0,0,0
909,13,35,21,2,0,1,0,0,0
803,14,35,21,2,0,1,0,0,0
713,15,35,21,2,0,1,0,0,0
407,16,35,21,2,0,1,0,0,0
155,17,35,21,2,0,1,0,0,0
64,18,35,21,2,0,1,0,0,0
5,19,35,21,2,0,1,0,0,0
0,20,35,21,2,0,1,0,0,0
0,21,35,21,2,0,1,0,0,0
0,22,35,21,2,0,1,0,0,0
0,23,35,21,2,0,1,0,0,0
0,0,24,20,1,0,0,0,1,0
0,1,24,20,1,0,0,0,1,0
0,2,24,20,1,0,0,0,1,0
0,3,24,20,1,0,0,0,1,0
0,4,24,20,1,0,0,0,1,0
0,5,24,20,1,0,0,0,1,0
5,6,24,20,1,0,0,0,1,0
38,7,24,20,1,0,0,0,1,0
27,8,24,20,1,0,0,0,1,0
82,9,24,20,1,0,0,0,1,0
100,10,24,20,1,0,0,0,1,0
139,11,24,20,1,0,0,0,1,0
66,12,24,20,1,0,0,0,1,0
153,13,24,20,1,0,0,0,1,0
60,14,24,20,1,0,0,0,1,0
51,15,24,20,1,0,0,0,1,0
18,16,24,20,1,0,0,0,1,0
88,17,24,20,1,0,0,0,1,0
39,18,24,20,1,0,0,0,1,0
13,19,24,20,1,0,0,0,1,0
0,20,24,20,1,0,0,0,1,0
0,21,24,20,1,0,0,0,1,0
0,22,24,20,1,0,0,0,1,0
0,23,24,20,1,0,0,0,1,0
0,0,33,19,1,0,0,0,0,1
0,1,33,19,1,0,0,0,0,1
0,2,33,19,1,0,0,0,0,1
0,3,33,19,1,0,0,0,0,1
0,4,33,19,1,0,0,0,0,1
3,5,33,19,1,0,0,0,0,1
100,6,33,19,1,0,0,0,0,1
250,7,33,19,1,0,0,0,0,1
479,8,33,19,1,0,0,0,0,1
681,9,33,19,1,0,0,0,0,1
774,10,33,19,1,0,0,0,0,1
891,11,33,19,1,0,0,0,0,1
937,12,33,19,1,0,0,0,0,1
944,13,33,19,1,0,0,0,0,1
847,14,33,19,1,0,0,0,0,1
710,15,33,19,1,0,0,0,0,1
521,16,33,19,1,0,0,0,0,1
317,17,33,19,1,0,0,0,0,1
127,18,33,19,1,0,0,0,0,1
3,19,33,19,1,0,0,0,0,1
0,20,33,19,1,0,0,0,0,1
0,21,33,19,1,0,0,0,0,1
0,22,33,19,1,0,0,0,0,1
0,23,33,19,1,0,0,0,0,1
0,0,33,20,1,1,0,0,0,0
0,1,33,20,1,1,0,0,0,0
0,2,33,20,1,1,0,0,0,0
0,3,33,20,1,1,0,0,0,0
0,4,33,20,1,1,0,0,0,0
3,5,33,20,1,1,0,0,0,0
89,6,33,20,1,1,0,0,0,0
290,7,33,20,1,1,0,0,0,0
409,8,33,20,1,1,0,0,0,0
431,9,33,20,1,1,0,0,0,0
519,10,33,20,1,1,0,0,0,0
644,11,33,20,1,1,0,0,0,0
437,12,33,20,1,1,0,0,0,0
389,13,33,20,1,1,0,0,0,0
457,14,33,20,1,1,0,0,0,0
500,15,33,20,1,1,0,0,0,0
165,16,33,20,1,1,0,0,0,0
226,17,33,20,1,1,0,0,0,0
11,18,33,20,1,1,0,0,0,0
0,19,33,20,1,1,0,0,0,0
0,20,33,20,1,1,0,0,0,0
0,21,33,20,1,1,0,0,0,0
0,22,33,20,1,1,0,0,0,0
0,23,33,20,1,1,0,0,0,0
0,0,34,20,1,0,0,0,0,1
0,1,34,20,1,0,0,0,0,1
0,2,34,20,1,0,0,0,0,1
0,3,34,20,1,0,0,0,0,1
0,4,34,20,1,0,0,0,0,1
0,5,34,20,1,0,0,0,0,1
89,6,34,20,1,0,0,0,0,1
115,7,34,20,1,0,0,0,0,1
424,8,34,20,1,0,0,0,0,1
628,9,34,20,1,0,0,0,0,1
777,10,34,20,1,0,0,0,0,1
889,11,34,20,1,0,0,0,0,1
934,12,34,20,1,0,0,0,0,1
905,13,34,20,1,0,0,0,0,1
838,14,34,20,1,0,0,0,0,1
719,15,34,20,1,0,0,0,0,1
547,16,34,20,1,0,0,0,0,1
325,17,34,20,1,0,0,0,0,1
121,18,34,20,1,0,0,0,0,1
0,19,34,20,1,0,0,0,0,1
0,20,34,20,1,0,0,0,0,1
0,21,34,20,1,0,0,0,0,1
0,22,34,20,1,0,0,0,0,1
0,23,34,20,1,0,0,0,0,1
0,0,37,21,2,0,0,0,0,1
0,1,37,21,2,0,0,0,0,1
0,2,37,21,2,0,0,0,0,1
0,3,37,21,2,0,0,0,0,1
0,4,37,21,2,0,0,0,0,1
2,5,37,21,2,0,0,0,0,1
91,6,37,21,2,0,0,0,0,1
264,7,37,21,2,0,0,0,0,1
457,8,37,21,2,0,0,0,0,1
631,9,37,21,2,0,0,0,0,1
783,10,37,21,2,0,0,0,0,1
891,11,37,21,2,0,0,0,0,1
936,12,37,21,2,0,0,0,0,1
929,13,37,21,2,0,0,0,0,1
846,14,37,21,2,0,0,0,0,1
702,15,37,21,2,0,0,0,0,1
519,16,37,21,2,0,0,0,0,1
306,17,37,21,2,0,0,0,0,1
133,18,37,21,2,0,0,0,0,1
8,19,37,21,2,0,0,0,0,1
0,20,37,21,2,0,0,0,0,1
0,21,37,21,2,0,0,0,0,1
0,22,37,21,2,0,0,0,0,1
0,23,37,21,2,0,0,0,0,1
0,0,35,23,3,1,0,0,0,0
0,1,35,23,3,1,0,0,0,0
0,2,35,23,3,1,0,0,0,0
0,3,35,23,3,1,0,0,0,0
0,4,35,23,3,1,0,0,0,0
0,5,35,23,3,1,0,0,0,0
57,6,35,23,3,1,0,0,0,0
94,7,35,23,3,1,0,0,0,0
442,8,35,23,3,1,0,0,0,0
668,9,35,23,3,1,0,0,0,0
418,10,35,23,3,1,0,0,0,0
400,11,35,23,3,1,0,0,0,0
902,12,35,23,3,1,0,0,0,0
920,13,35,23,3,1,0,0,0,0
835,14,35,23,3,1,0,0,0,0
707,15,35,23,3,1,0,0,0,0
495,16,35,23,3,1,0,0,0,0
298,17,35,23,3,1,0,0,0,0
114,18,35,23,3,1,0,0,0,0
10,19,35,23,3,1,0,0,0,0
0,20,35,23,3,1,0,0,0,0
0,21,35,23,3,1,0,0,0,0
0,22,35,23,3,1,0,0,0,0
0,23,35,23,3,1,0,0,0,0
0,0,36,23,3,0,1,0,0,0
0,1,36,23,3,0,1,0,0,0
0,2,36,23,3,0,1,0,0,0
0,3,36,23,3,0,1,0,0,0
0,4,36,23,3,0,1,0,0,0
0,5,36,23,3,0,1,0,0,0
55,6,36,23,3,0,1,0,0,0
112,7,36,23,3,0,1,0,0,0
397,8,36,23,3,0,1,0,0,0
574,9,36,23,3,0,1,0,0,0
721,10,36,23,3,0,1,0,0,0
823,11,36,23,3,0,1,0,0,0
856,12,36,23,3,0,1,0,0,0
874,13,36,23,3,0,1,0,0,0
257,14,36,23,3,0,1,0,0,0
666,15,36,23,3,0,1,0,0,0
486,16,36,23,3,0,1,0,0,0
95,17,36,23,3,0,1,0,0,0
34,18,36,23,3,0,1,0,0,0
0,19,36,23,3,0,1,0,0,0
0,20,36,23,3,0,1,0,0,0
0,21,36,23,3,0,1,0,0,0
0,22,36,23,3,0,1,0,0,0
0,23,36,23,3,0,1,0,0,0
0,0,27,17,2,0,0,1,0,0
0,1,27,17,2,0,0,1,0,0
0,2,27,17,2,0,0,1,0,0
0,3,27,17,2,0,0,1,0,0
0,4,27,17,2,0,0,1,0,0
0,5,27,17,2,0,0,1,0,0
103,6,27,17,2,0,0,1,0,0
48,7,27,17,2,0,0,1,0,0
162,8,27,17,2,0,0,1,0,0
229,9,27,17,2,0,0,1,0,0
77,10,27,17,2,0,0,1,0,0
84,11,27,17,2,0,0,1,0,0
144,12,27,17,2,0,0,1,0,0
96,13,27,17,2,0,0,1,0,0
115,14,27,17,2,0,0,1,0,0
240,15,27,17,2,0,0,1,0,0
286,16,27,17,2,0,0,1,0,0
363,17,27,17,2,0,0,1,0,0
169,18,27,17,2,0,0,1,0,0
11,19,27,17,2,0,0,1,0,0
0,20,27,17,2,0,0,1,0,0
0,21,27,17,2,0,0,1,0,0
0,22,27,17,2,0,0,1,0,0
0,23,27,17,2,0,0,1,0,0
0,0,33,17,1,1,0,0,0,0
0,1,33,17,1,1,0,0,0,0
0,2,33,17,1,1,0,0,0,0
0,3,33,17,1,1,0,0,0,0
0,4,33,17,1,1,0,0,0,0
0,5,33,17,1,1,0,0,0,0
55,6,33,17,1,1,0,0,0,0
157,7,33,17,1,1,0,0,0,0
388,8,33,17,1,1,0,0,0,0
437,9,33,17,1,1,0,0,0,0
771,10,33,17,1,1,0,0,0,0
870,11,33,17,1,1,0,0,0,0
902,12,33,17,1,1,0,0,0,0
162,13,33,17,1,1,0,0,0,0
311,14,33,17,1,1,0,0,0,0
728,15,33,17,1,1,0,0,0,0
548,16,33,17,1,1,0,0,0,0
349,17,33,17,1,1,0,0,0,0
122,18,33,17,1,1,0,0,0,0
0,19,33,17,1,1,0,0,0,0
0,20,33,17,1,1,0,0,0,0
0,21,33,17,1,1,0,0,0,0
0,22,33,17,1,1,0,0,0,0
0,23,33,17,1,1,0,0,0,0
0,0,34,18,3,0,0,0,0,1
0,1,34,18,3,0,0,0,0,1
0,2,34,18,3,0,0,0,0,1
0,3,34,18,3,0,0,0,0,1
0,4,34,18,3,0,0,0,0,1
0,5,34,18,3,0,0,0,0,1
83,6,34,18,3,0,0,0,0,1
240,7,34,18,3,0,0,0,0,1
418,8,34,18,3,0,0,0,0,1
523,9,34,18,3,0,0,0,0,1
758,10,34,18,3,0,0,0,0,1
850,11,34,18,3,0,0,0,0,1
928,12,34,18,3,0,0,0,0,1
932,13,34,18,3,0,0,0,0,1
599,14,34,18,3,0,0,0,0,1
715,15,34,18,3,0,0,0,0,1
261,16,34,18,3,0,0,0,0,1
148,17,34,18,3,0,0,0,0,1
149,18,34,18,3,0,0,0,0,1
0,19,34,18,3,0,0,0,0,1
0,20,34,18,3,0,0,0,0,1
0,21,34,18,3,0,0,0,0,1
0,22,34,18,3,0,0,0,0,1
0,23,34,18,3,0,0,0,0,1
