TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,medium,sun
103,18,29,22,4,0,1,0,0,0,0
0,19,29,22,4,0,1,0,0,0,0
0,20,29,22,4,0,1,0,0,0,0
0,21,29,22,4,0,1,0,0,0,0
0,22,29,22,4,0,1,0,0,0,0
0,23,29,22,4,0,1,0,0,0,0
0,0,30,22,2,1,0,0,0,0,0
0,1,30,22,2,1,0,0,0,0,0
0,2,30,22,2,1,0,0,0,0,0
0,3,30,22,2,1,0,0,0,0,0
0,4,30,22,2,1,0,0,0,0,0
0,5,30,22,2,1,0,0,0,0,0
68,6,30,22,2,1,0,0,0,0,0
106,7,30,22,2,1,0,0,0,0,0
185,8,30,22,2,1,0,0,0,0,0
385,9,30,22,2,1,0,0,0,0,0
390,10,30,22,2,1,0,0,0,0,0
982,11,30,22,2,1,0,0,0,0,0
1021,12,30,22,2,1,0,0,0,0,0
483,13,30,22,2,1,0,0,0,0,0
989,14,30,22,2,1,0,0,0,0,0
836,15,30,22,2,1,0,0,0,0,0
599,16,30,22,2,1,0,0,0,0,0
314,17,30,22,2,1,0,0,0,0,0
108,18,30,22,2,1,0,0,0,0,0
0,19,30,22,2,1,0,0,0,0,0
0,20,30,22,2,1,0,0,0,0,0
0,21,30,22,2,1,0,0,0,0,0
0,22,30,22,2,1,0,0,0,0,0
0,23,30,22,2,1,0,0,0,0,0
0,0,30,21,2,0,0,0,1,0,0
0,1,30,21,2,0,0,0,1,0,0
0,2,30,21,2,0,0,0,1,0,0
0,3,30,21,2,0,0,0,1,0,0
0,4,30,21,2,0,0,0,1,0,0
0,5,30,21,2,0,0,0,1,0,0
57,6,30,21,2,0,0,0,1,0,0
123,7,30,21,2,0,0,0,1,0,0
135,8,30,21,2,0,0,0,1,0,0
806,9,30,21,2,0,0,0,1,0,0
232,10,30,21,2,0,0,0,1,0,0
201,11,30,21,2,0,0,0,1,0,0
426,12,30,21,2,0,0,0,1,0,0
281,13,30,21,2,0,0,0,1,0,0
216,14,30,21,2,0,0,0,1,0,0
261,15,30,21,2,0,0,0,1,0,0
123,16,30,21,2,0,0,0,1,0,0
152,17,30,21,2,0,0,0,1,0,0
51,18,30,21,2,0,0,0,1,0,0
0,19,30,21,2,0,0,0,1,0,0
0,20,30,21,2,0,0,0,1,0,0
0,21,30,21,2,0,0,0,1,0,0
0,22,30,21,2,0,0,0,1,0,0
0,23,30,21,2,0,0,0,1,0,0
0,0,28,20,2,0,0,0,1,0,0
0,1,28,20,2,0,0,0,1,0,0
0,2,28,20,2,0,0,0,1,0,0
0,3,28,20,2,0,0,0,1,0,0
0,4,28,20,2,0,0,0,1,0,0
0,5,28,20,2,0,0,0,1,0,0
26,6,28,20,2,0,0,0,1,0,0
116,7,28,20,2,0,0,0,1,0,0
112,8,28,20,2,0,0,0,1,0,0
261,9,28,20,2,0,0,0,1,0,0
155,10,28,20,2,0,0,0,1,0,0
702,11,28,20,2,0,0,0,1,0,0
864,12,28,20,2,0,0,0,1,0,0
406,13,28,20,2,0,0,0,1,0,0
827,14,28,20,2,0,0,0,1,0,0
170,15,28,20,2,0,0,0,1,0,0
134,16,28,20,2,0,0,0,1,0,0
206,17,28,20,2,0,0,0,1,0,0
46,18,28,20,2,0,0,0,1,0,0
0,19,28,20,2,0,0,0,1,0,0
0,20,28,20,2,0,0,0,1,0,0
0,21,28,20,2,0,0,0,1,0,0
0,22,28,20,2,0,0,0,1,0,0
0,23,28,20,2,0,0,0,1,0,0
